ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7621,7484,129,8
2,Andhra Pradesh,2051133,2025805,14186,11142
3,Arunachal Pradesh,54680,53974,277,429
4,Assam,602466,592242,5876,4348
5,Bihar,725961,716258,9661,42
6,Chandigarh,65232,64377,819,36
7,Chhattisgarh,1005379,991536,13566,277
8,Dadra and Nagar Haveli and Daman and Diu,10670,10666,4,0
9,Delhi,1438900,1413404,25087,409
10,Goa,176515,172360,3317,838
11,Gujarat,825952,815712,10082,158
12,Haryana,770890,760738,9874,278
13,Himachal Pradesh,219244,213871,3679,1694
14,Jammu and Kashmir,329563,323801,4423,1339
15,Jharkhand,348238,343016,5135,87
16,Karnataka,2976589,2926284,37807,12498
17,Kerala,4694692,4526429,25182,143081
18,Ladakh,20809,20534,207,68
19,Lakshadweep,10361,10310,51,0
20,Madhya Pradesh,792542,781896,10522,124
21,Maharashtra,6553961,6374892,139117,39952
22,Manipur,120743,116653,1858,2232
23,Meghalaya,81445,78375,1404,1666
24,Mizoram,96456,79781,314,16361
25,Nagaland,31265,30252,666,347
26,Odisha,1026953,1013833,8202,4918
27,Puducherry,126431,123800,1840,791
28,Punjab,601662,584865,16518,279
29,Rajasthan,954331,945304,8954,73
30,Sikkim,31482,30477,387,618
31,Tamil Nadu,2665386,2612684,35603,17099
32,Telangana,666183,657665,3919,4599
33,Tripura,84163,83143,814,206
34,Uttarakhand,343550,335993,7395,162
35,Uttar Pradesh,1709835,1686784,22892,159
36,West Bengal,1569778,1543401,18806,7571
