ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7496,7358,129,9
2,Andhra Pradesh,1926988,1887236,13042,26710
3,Arunachal Pradesh,40814,36617,193,4004
4,Assam,538407,511888,4888,21631
5,Bihar,723457,713055,9619,783
6,Chandigarh,61844,60958,809,77
7,Chhattisgarh,998565,980933,13482,4150
8,Dadra and Nagar Haveli and Daman and Diu,10589,10564,4,21
9,Delhi,1435204,1409501,25020,683
10,Goa,168988,164155,3101,1732
11,Gujarat,824305,813512,10074,719
12,Haryana,769343,758908,9563,872
13,Himachal Pradesh,203869,199170,3496,1203
14,Jammu and Kashmir,318991,312198,4358,2435
15,Jharkhand,346411,340944,5120,347
16,Karnataka,2874597,2804396,35944,34257
17,Kerala,3087673,2957201,14810,115662
18,Ladakh,20227,19908,206,113
19,Lakshadweep,10031,9873,49,109
20,Madhya Pradesh,791583,780796,10508,279
21,Maharashtra,6172645,5938734,126220,107691
22,Manipur,79417,70402,1309,7706
23,Meghalaya,55218,50336,918,3964
24,Mizoram,25170,19994,113,5063
25,Nagaland,26140,24664,514,962
26,Odisha,943675,918041,4730,20904
27,Puducherry,119181,116026,1771,1384
28,Punjab,597821,580195,16199,1427
29,Rajasthan,953187,943629,8945,613
30,Sikkim,22623,20025,317,2281
31,Tamil Nadu,2523943,2459223,33502,31218
32,Telangana,633146,619344,3738,10064
33,Tripura,71873,66771,718,4384
34,Uttarakhand,341274,333104,7351,819
35,Uttar Pradesh,1707502,1683319,22704,1479
36,West Bengal,1513877,1481742,17944,14191
