ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10038,9906,129,3
2,Andhra Pradesh,2319746,2304958,14730,58
3,Arunachal Pradesh,64501,64201,296,4
4,Assam,724219,716228,7986,5
5,Bihar,830626,818311,12256,59
6,Chandigarh,92147,90904,1165,78
7,Chhattisgarh,1152314,1138240,14034,40
8,Dadra and Nagar Haveli and Daman and Diu,11441,11437,4,0
9,Delhi,1894254,1862136,26179,5939
10,Goa,245496,241608,3832,56
11,Gujarat,1224507,1213416,10944,147
12,Haryana,996604,983284,10620,2700
13,Himachal Pradesh,284864,280684,4134,46
14,Jammu and Kashmir,454109,449302,4751,56
15,Jharkhand,435268,429914,5317,37
16,Karnataka,3948747,3906679,40104,1964
17,Kerala,6544244,6471947,69271,3026
18,Ladakh,28249,28018,228,3
19,Lakshadweep,11402,11350,52,0
20,Madhya Pradesh,1041689,1030764,10735,190
21,Maharashtra,7879278,7730127,147847,1304
22,Manipur,137226,135100,2120,6
23,Meghalaya,93809,92207,1593,9
24,Mizoram,227736,226804,697,235
25,Nagaland,35490,34728,760,2
26,Odisha,1288202,1278863,9126,213
27,Puducherry,165797,163828,1962,7
28,Punjab,759905,741870,17751,284
29,Rajasthan,1284221,1274130,9553,538
30,Sikkim,39154,38700,452,2
31,Tamil Nadu,3454353,3415850,38025,478
32,Telangana,792327,787835,4111,381
33,Tripura,100886,99959,923,4
34,Uttarakhand,437611,429422,7693,496
35,Uttar Pradesh,2076362,2051245,23510,1607
36,West Bengal,2018579,1996950,21203,426
