ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10740,10608,129,3
2,Andhra Pradesh,2338998,2324148,14733,117
3,Arunachal Pradesh,66883,66581,296,6
4,Assam,746079,735492,8035,2552
5,Bihar,851256,838889,12302,65
6,Chandigarh,99318,98118,1181,19
7,Chhattisgarh,1177621,1163357,14144,120
8,Dadra and Nagar Haveli and Daman and Diu,11590,11585,4,1
9,Delhi,2006553,1979778,26513,262
10,Goa,258840,254726,4013,101
11,Gujarat,1277046,1265553,11040,453
12,Haryana,1056303,1045430,10712,161
13,Himachal Pradesh,312478,308237,4211,30
14,Jammu and Kashmir,479308,474503,4785,20
15,Jharkhand,442551,437183,5331,37
16,Karnataka,4069649,4027418,40300,1931
17,Kerala,6823222,6749131,71422,2669
18,Ladakh,29394,29158,231,5
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1054819,1043970,10776,73
21,Maharashtra,8133403,7983449,148394,1560
22,Manipur,139890,137734,2149,7
23,Meghalaya,96767,95140,1624,3
24,Mizoram,238870,238084,726,60
25,Nagaland,35984,35195,782,7
26,Odisha,1336261,1326840,9204,217
27,Puducherry,175441,173404,1975,62
28,Punjab,784026,764644,19289,93
29,Rajasthan,1314712,1304705,9646,361
30,Sikkim,44300,43791,499,10
31,Tamil Nadu,3592810,3553707,38048,1055
32,Telangana,840582,836024,4111,447
33,Tripura,108024,107067,940,17
34,Uttarakhand,449187,441376,7751,60
35,Uttar Pradesh,2127761,2103832,23631,298
36,West Bengal,2118212,2096272,21530,410
