ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10741,10612,129,0
2,Andhra Pradesh,2339059,2324319,14733,7
3,Arunachal Pradesh,66889,66593,296,0
4,Assam,746099,738064,8035,0
5,Bihar,851354,839047,12302,5
6,Chandigarh,99339,98156,1181,2
7,Chhattisgarh,1177736,1163585,14146,5
8,Dadra and Nagar Haveli and Daman and Diu,11591,11587,4,0
9,Delhi,2007015,1980466,26519,30
10,Goa,259041,255012,4013,16
11,Gujarat,1277481,1266254,11043,184
12,Haryana,1056544,1045787,10714,43
13,Himachal Pradesh,312588,308358,4213,17
14,Jammu and Kashmir,479376,474577,4785,14
15,Jharkhand,442567,437236,5331,0
16,Karnataka,4071470,4029535,40306,1629
17,Kerala,6826866,6753851,71514,1501
18,Ladakh,29406,29175,231,0
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1054908,1044124,10776,8
21,Maharashtra,8136066,7987402,148407,257
22,Manipur,139919,137769,2149,1
23,Meghalaya,96779,95153,1624,2
24,Mizoram,238962,238227,726,9
25,Nagaland,35986,35204,782,0
26,Odisha,1336477,1327185,9205,87
27,Puducherry,175491,173512,1975,4
28,Punjab,784146,764835,19289,22
29,Rajasthan,1315289,1305573,9653,63
30,Sikkim,44317,43816,499,2
31,Tamil Nadu,3594230,3556089,38049,92
32,Telangana,841157,836978,4111,68
33,Tripura,108033,107093,940,0
34,Uttarakhand,449298,441523,7751,24
35,Uttar Pradesh,2128047,2104311,23633,103
36,West Bengal,2118508,2096928,21531,49
