ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10741,10611,129,1
2,Andhra Pradesh,2339026,2324240,14733,53
3,Arunachal Pradesh,66885,66587,296,2
4,Assam,746090,735526,8035,2529
5,Bihar,851292,838934,12302,56
6,Chandigarh,99323,98136,1181,6
7,Chhattisgarh,1177677,1163475,14145,57
8,Dadra and Nagar Haveli and Daman and Diu,11591,11585,4,2
9,Delhi,2006769,1980050,26514,205
10,Goa,258916,254834,4013,69
11,Gujarat,1277227,1265826,11040,361
12,Haryana,1056397,1045571,10712,114
13,Himachal Pradesh,312512,308266,4211,35
14,Jammu and Kashmir,479317,474518,4785,14
15,Jharkhand,442555,437202,5331,22
16,Karnataka,4070333,4028150,40302,1881
17,Kerala,6824239,6750376,71431,2432
18,Ladakh,29396,29163,231,2
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1054861,1044030,10776,55
21,Maharashtra,8134296,7984829,148400,1067
22,Manipur,139901,137739,2149,13
23,Meghalaya,96771,95143,1624,4
24,Mizoram,238911,238145,726,40
25,Nagaland,35986,35202,782,2
26,Odisha,1336345,1326985,9204,156
27,Puducherry,175466,173459,1975,32
28,Punjab,784062,764709,19289,64
29,Rajasthan,1314903,1305021,9648,234
30,Sikkim,44304,43799,499,6
31,Tamil Nadu,3593371,3554573,38048,750
32,Telangana,840829,836435,4111,283
33,Tripura,108027,107083,940,4
34,Uttarakhand,449217,441428,7751,38
35,Uttar Pradesh,2127882,2104022,23631,229
36,West Bengal,2118321,2096524,21531,266
