ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10039,9910,129,0
2,Andhra Pradesh,2319846,2305024,14730,92
3,Arunachal Pradesh,64503,64205,296,2
4,Assam,724223,716234,7986,3
5,Bihar,830676,818384,12256,36
6,Chandigarh,92243,91003,1165,75
7,Chhattisgarh,1152341,1138286,14034,21
8,Dadra and Nagar Haveli and Daman and Diu,11441,11437,4,0
9,Delhi,1901128,1872020,26198,2910
10,Goa,245595,241683,3832,80
11,Gujarat,1224782,1213625,10944,213
12,Haryana,999690,987638,10621,1431
13,Himachal Pradesh,284964,280747,4136,81
14,Jammu and Kashmir,454153,449351,4752,50
15,Jharkhand,435297,429953,5318,26
16,Karnataka,3949882,3907975,40105,1802
17,Kerala,6547831,6475066,69434,3331
18,Ladakh,28256,28025,228,3
19,Lakshadweep,11402,11350,52,0
20,Madhya Pradesh,1041987,1031020,10735,232
21,Maharashtra,7881235,7731829,147855,1551
22,Manipur,137230,135107,2120,3
23,Meghalaya,93820,92216,1593,11
24,Mizoram,228034,227081,697,256
25,Nagaland,35493,34732,760,1
26,Odisha,1288314,1279017,9126,171
27,Puducherry,165814,163837,1962,15
28,Punjab,760107,742207,17751,149
29,Rajasthan,1284834,1274792,9554,488
30,Sikkim,39161,38702,452,7
31,Tamil Nadu,3454686,3416337,38025,324
32,Telangana,792665,788184,4111,370
33,Tripura,100887,99964,923,0
34,Uttarakhand,437734,429550,7693,491
35,Uttar Pradesh,2077984,2053447,23513,1024
36,West Bengal,2018922,1997321,21203,398
