ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10034,9904,129,1
2,Andhra Pradesh,2319614,2304841,14730,43
3,Arunachal Pradesh,64490,64190,296,4
4,Assam,724199,716210,6639,1350
5,Bihar,830494,818222,12256,16
6,Chandigarh,91945,90764,1165,16
7,Chhattisgarh,1152208,1138133,14034,41
8,Dadra and Nagar Haveli and Daman and Diu,11441,11437,4,0
9,Delhi,1866380,1839622,26157,601
10,Goa,245346,241495,3832,19
11,Gujarat,1224082,1212992,10942,148
12,Haryana,985931,974896,10617,418
13,Himachal Pradesh,284639,280444,4134,61
14,Jammu and Kashmir,453889,449060,4750,79
15,Jharkhand,435165,429840,5315,10
16,Karnataka,3946036,3904491,40057,1488
17,Kerala,6536123,6464775,68383,2965
18,Ladakh,28236,27996,228,12
19,Lakshadweep,11402,11350,52,0
20,Madhya Pradesh,1041209,1030423,10735,51
21,Maharashtra,7875211,7726663,147816,732
22,Manipur,137162,135004,2120,38
23,Meghalaya,93784,92176,1593,15
24,Mizoram,225732,224215,689,828
25,Nagaland,35480,34716,759,5
26,Odisha,1287854,1278548,9121,185
27,Puducherry,165774,163812,1962,0
28,Punjab,759210,741407,17742,61
29,Rajasthan,1283111,1273482,9552,77
30,Sikkim,39144,38690,452,2
31,Tamil Nadu,3453112,3414858,38025,229
32,Telangana,791522,787198,4111,213
33,Tripura,100878,99956,922,0
34,Uttarakhand,437297,429154,7692,451
35,Uttar Pradesh,2071099,2047307,23499,293
36,West Bengal,2017695,1996058,21200,437
