ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,4352,4132,60,160
2,Andhra Pradesh,827882,798625,6719,22538
3,Arunachal Pradesh,14998,13238,38,1722
4,Assam,206982,197569,932,8481
5,Bihar,217277,209582,1101,6594
6,Chandigarh,14528,13708,227,593
7,Chhattisgarh,190513,166391,2208,21914
8,Dadra and Nagar Haveli and Daman and Diu,3257,3221,2,34
9,Delhi,396371,356459,6604,33308
10,Goa,43954,41123,616,2215
11,Gujarat,174517,158114,3725,12678
12,Haryana,170446,155717,1810,12919
13,Himachal Pradesh,22598,19304,336,2958
14,Jammu and Kashmir,95710,88140,1490,6080
15,Jharkhand,102490,96485,886,5119
16,Karnataka,829640,773595,11221,44824
17,Kerala,444268,355943,1533,86792
18,Ladakh,6357,5671,76,610
19,Lakshadweep,0,0,0,0
20,Madhya Pradesh,172717,161454,2965,8298
21,Maharashtra,1687784,1524304,44128,119352
22,Manipur,19091,15343,180,3568
23,Meghalaya,9678,8579,90,1009
24,Mizoram,2792,2347,1,444
25,Nagaland,9096,7689,42,1365
26,Odisha,293214,279091,1340,12783
27,Puducherry,35178,31827,595,2756
28,Punjab,134371,125961,4227,4183
29,Rajasthan,200495,182680,1926,15889
30,Sikkim,3967,3655,73,239
31,Tamil Nadu,729507,698820,11183,19504
32,Telangana,242506,223413,1351,17742
33,Tripura,30989,29318,350,1321
34,Uttarakhand,62881,58050,1029,3802
35,Uttar Pradesh,485609,455498,7076,23035
36,West Bengal,381608,338075,6957,36576
