ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10033,9904,129,0
2,Andhra Pradesh,2319532,2304551,14730,251
3,Arunachal Pradesh,64485,64188,296,1
4,Assam,724196,716204,6639,1353
5,Bihar,830469,818186,12256,27
6,Chandigarh,91920,90731,1165,24
7,Chhattisgarh,1152134,1137982,14034,118
8,Dadra and Nagar Haveli and Daman and Diu,11441,11437,4,0
9,Delhi,1864970,1838360,26152,458
10,Goa,245300,241439,3832,29
11,Gujarat,1223904,1212886,10942,76
12,Haryana,985218,974322,10616,280
13,Himachal Pradesh,284529,280259,4133,137
14,Jammu and Kashmir,453737,448836,4750,151
15,Jharkhand,435145,429780,5315,50
16,Karnataka,3945514,3903849,40054,1611
17,Kerala,6532683,6460767,67913,4003
18,Ladakh,28223,27989,228,6
19,Lakshadweep,11402,11350,52,0
20,Madhya Pradesh,1041110,1030240,10734,136
21,Maharashtra,7874024,7725339,147783,902
22,Manipur,137094,134940,2120,34
23,Meghalaya,93762,92146,1593,23
24,Mizoram,224522,222797,685,1040
25,Nagaland,35476,34701,759,16
26,Odisha,1287640,1278121,9121,398
27,Puducherry,165774,163812,1962,0
28,Punjab,759107,741250,17741,116
29,Rajasthan,1282986,1273212,9552,222
30,Sikkim,39139,38677,452,10
31,Tamil Nadu,3452825,3414494,38025,306
32,Telangana,791284,786753,4111,420
33,Tripura,100874,99952,920,2
34,Uttarakhand,437247,429061,7691,495
35,Uttar Pradesh,2070728,2046868,23495,365
36,West Bengal,2017348,1995539,21197,612
