ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2340676,2325941,14733,2
3,Arunachal Pradesh,67049,66753,296,0
4,Assam,746150,738115,8035,0
5,Bihar,855262,842945,12314,3
6,Chandigarh,100693,99508,1185,0
7,Chhattisgarh,1187691,1173501,14190,0
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2040827,2014157,26665,5
10,Goa,263333,259318,4014,1
11,Gujarat,1291367,1280285,11079,3
12,Haryana,1078885,1068107,10755,23
13,Himachal Pradesh,322873,318624,4241,8
14,Jammu and Kashmir,482022,477230,4792,0
15,Jharkhand,443825,438491,5334,0
16,Karnataka,4088715,4048340,40357,18
17,Kerala,6907134,6834179,71946,1009
18,Ladakh,29587,29356,231,0
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056351,1045565,10786,0
21,Maharashtra,8170264,8021599,148556,109
22,Manipur,140031,137882,2149,0
23,Meghalaya,96967,95338,1628,1
24,Mizoram,239555,238821,734,0
25,Nagaland,36032,35250,782,0
26,Odisha,1348328,1339102,9215,11
27,Puducherry,177545,175564,1981,0
28,Punjab,792409,773070,19338,1
29,Rajasthan,1326462,1316725,9736,1
30,Sikkim,44895,44383,500,12
31,Tamil Nadu,3610631,3572547,38081,3
32,Telangana,844396,840279,4111,6
33,Tripura,108467,107487,941,39
34,Uttarakhand,452562,444792,7768,2
35,Uttar Pradesh,2145416,2121649,23707,60
36,West Bengal,2125886,2104107,21553,226
