ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2340676,2325943,14733,0
3,Arunachal Pradesh,67049,66753,296,0
4,Assam,746159,738119,8035,5
5,Bihar,855267,842952,12314,1
6,Chandigarh,100694,99508,1185,1
7,Chhattisgarh,1187695,1173505,14190,0
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2040955,2014278,26666,11
10,Goa,263353,259338,4014,1
11,Gujarat,1291392,1280308,11079,5
12,Haryana,1078902,1068142,10755,5
13,Himachal Pradesh,322928,318678,4242,8
14,Jammu and Kashmir,482023,477231,4792,0
15,Jharkhand,443830,438493,5334,3
16,Karnataka,4088831,4048449,40358,24
17,Kerala,6907298,6835232,72042,24
18,Ladakh,29602,29371,231,0
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056351,1045565,10786,0
21,Maharashtra,8171549,8022794,148561,194
22,Manipur,140034,137885,2149,0
23,Meghalaya,96987,95357,1628,2
24,Mizoram,239561,238827,734,0
25,Nagaland,36033,35251,782,0
26,Odisha,1348373,1339151,9215,7
27,Puducherry,177547,175566,1981,0
28,Punjab,793650,773078,19338,1234
29,Rajasthan,1326465,1316729,9736,0
30,Sikkim,44927,44426,501,0
31,Tamil Nadu,3610676,3572593,38081,2
32,Telangana,844446,840329,4111,6
33,Tripura,108494,107552,942,0
34,Uttarakhand,452576,444808,7768,0
35,Uttar Pradesh,2145448,2121678,23712,58
36,West Bengal,2126386,2104717,21555,114
