ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2340659,2325912,14733,14
3,Arunachal Pradesh,67003,66688,296,19
4,Assam,746138,738084,8035,19
5,Bihar,854972,842473,12314,185
6,Chandigarh,100663,99455,1185,23
7,Chhattisgarh,1187418,1172923,14186,309
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2040531,2013583,26654,294
10,Goa,262946,258758,4014,174
11,Gujarat,1291203,1279990,11079,134
12,Haryana,1078744,1067730,10751,263
13,Himachal Pradesh,322492,318022,4238,232
14,Jammu and Kashmir,481934,477044,4792,98
15,Jharkhand,443805,438442,5334,29
16,Karnataka,4087933,4047312,40353,268
17,Kerala,6904252,6829124,71909,3219
18,Ladakh,29576,29344,231,1
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056331,1045529,10786,16
21,Maharashtra,8168584,8019402,148547,635
22,Manipur,139973,137806,2149,18
23,Meghalaya,96914,95278,1626,10
24,Mizoram,239313,238507,732,74
25,Nagaland,36017,35233,782,2
26,Odisha,1347755,1337577,9215,963
27,Puducherry,177460,175442,1981,37
28,Punjab,792188,772665,19337,186
29,Rajasthan,1326279,1316214,9730,335
30,Sikkim,44757,44237,500,20
31,Tamil Nadu,3610352,3572022,38077,253
32,Telangana,844083,839857,4111,115
33,Tripura,108196,107210,940,46
34,Uttarakhand,452461,444630,7766,65
35,Uttar Pradesh,2144881,2120790,23699,392
36,West Bengal,2124472,2101194,21547,1731
