ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2340973,2326163,14733,77
3,Arunachal Pradesh,67049,66753,296,0
4,Assam,746182,738140,8036,6
5,Bihar,855328,842995,12315,18
6,Chandigarh,100705,99518,1185,2
7,Chhattisgarh,1188001,1173717,14193,91
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2041319,2014617,26670,32
10,Goa,263567,259533,4014,20
11,Gujarat,1291760,1280595,11082,83
12,Haryana,1079041,1068248,10780,13
13,Himachal Pradesh,322959,318708,4246,5
14,Jammu and Kashmir,482061,477260,4793,8
15,Jharkhand,443856,438516,5337,3
16,Karnataka,4093830,4052483,40389,958
17,Kerala,6917210,6844765,72089,356
18,Ladakh,29617,29385,231,1
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056630,1045827,10786,17
21,Maharashtra,8174393,8025162,148573,658
22,Manipur,140036,137887,2149,0
23,Meghalaya,96990,95362,1628,0
24,Mizoram,239562,238828,734,0
25,Nagaland,36033,35251,782,0
26,Odisha,1348463,1339221,9215,27
27,Puducherry,177645,175657,1982,6
28,Punjab,793707,773122,20571,14
29,Rajasthan,1326616,1316839,9737,40
30,Sikkim,44935,44431,501,3
31,Tamil Nadu,3611468,3573295,38086,87
32,Telangana,844676,840530,4111,35
33,Tripura,108514,107554,943,17
34,Uttarakhand,452591,444822,7768,1
35,Uttar Pradesh,2145582,2121841,23718,23
36,West Bengal,2126958,2105013,21556,389
