ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7553,7419,129,5
2,Andhra Pradesh,1998603,1969169,13696,15738
3,Arunachal Pradesh,51919,50100,255,1564
4,Assam,582750,568916,5538,8296
5,Bihar,725549,715721,9649,179
6,Chandigarh,62051,61196,811,44
7,Chhattisgarh,1003995,989485,13551,959
8,Dadra and Nagar Haveli and Daman and Diu,10657,10649,4,4
9,Delhi,1437217,1411690,25079,448
10,Goa,172846,168764,3180,902
11,Gujarat,825255,814994,10078,183
12,Haryana,770291,759956,9664,671
13,Himachal Pradesh,211277,205055,3559,2663
14,Jammu and Kashmir,323792,318283,4400,1109
15,Jharkhand,347690,342335,5132,223
16,Karnataka,2934624,2876377,37088,21159
17,Kerala,3766573,3567492,19246,179835
18,Ladakh,20480,20192,207,81
19,Lakshadweep,10301,10215,51,35
20,Madhya Pradesh,792081,781471,10515,95
21,Maharashtra,6411570,6214921,135567,61082
22,Manipur,109843,102603,1732,5508
23,Meghalaya,72985,68307,1257,3421
24,Mizoram,50959,43145,190,7624
25,Nagaland,29390,27758,608,1024
26,Odisha,998187,982319,7154,8714
27,Puducherry,122676,119899,1806,971
28,Punjab,600123,583205,16347,571
29,Rajasthan,953981,944874,8954,153
30,Sikkim,29075,26905,364,1806
31,Tamil Nadu,2595935,2541432,34639,19864
32,Telangana,654035,643318,3852,6865
33,Tripura,81826,79634,785,1407
34,Uttarakhand,342701,334983,7376,342
35,Uttar Pradesh,1709050,1685854,22789,407
36,West Bengal,1540989,1512999,18337,9653
