ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10741,10612,129,0
2,Andhra Pradesh,2339055,2324312,14733,10
3,Arunachal Pradesh,66889,66591,296,2
4,Assam,746099,738064,8035,0
5,Bihar,851350,839034,12302,14
6,Chandigarh,99337,98152,1181,4
7,Chhattisgarh,1177732,1163574,14146,12
8,Dadra and Nagar Haveli and Daman and Diu,11591,11587,4,0
9,Delhi,2006971,1980426,26518,27
10,Goa,259032,254990,4013,29
11,Gujarat,1277456,1266212,11043,201
12,Haryana,1056520,1045765,10714,41
13,Himachal Pradesh,312574,308337,4212,25
14,Jammu and Kashmir,479368,474560,4785,23
15,Jharkhand,442567,437232,5331,4
16,Karnataka,4071309,4029381,40303,1625
17,Kerala,6826388,6753258,71498,1632
18,Ladakh,29406,29172,231,3
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1054901,1044116,10776,9
21,Maharashtra,8135850,7987070,148407,373
22,Manipur,139918,137763,2149,6
23,Meghalaya,96777,95152,1624,1
24,Mizoram,238954,238221,726,7
25,Nagaland,35986,35204,782,0
26,Odisha,1336448,1327167,9204,77
27,Puducherry,175487,173510,1975,2
28,Punjab,784139,764825,19289,25
29,Rajasthan,1315242,1305519,9653,70
30,Sikkim,44317,43814,499,4
31,Tamil Nadu,3594159,3555932,38049,178
32,Telangana,841105,836941,4111,53
33,Tripura,108033,107093,940,0
34,Uttarakhand,449290,441507,7751,32
35,Uttar Pradesh,2128035,2104281,23632,122
36,West Bengal,2118472,2096880,21531,61
