ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,6311,6030,72,209
2,Andhra Pradesh,1245374,1050160,8519,186695
3,Arunachal Pradesh,19802,17849,60,1893
4,Assam,283313,246242,1578,35493
5,Bihar,567269,449063,3139,115067
6,Chandigarh,48442,39388,549,8505
7,Chhattisgarh,830117,688918,10158,131041
8,Dadra and Nagar Haveli and Daman and Diu,8596,7135,4,1457
9,Delhi,1292867,1183093,18739,91035
10,Goa,112462,79189,1557,31716
11,Gujarat,658036,503497,8154,146385
12,Haryana,587682,466420,5299,115963
13,Himachal Pradesh,122906,91600,1793,29513
14,Jammu and Kashmir,206954,160035,2612,44307
15,Jharkhand,276062,211270,3615,61177
16,Karnataka,1838885,1284420,17804,536661
17,Kerala,1824856,1416177,5682,402997
18,Ladakh,15023,13471,152,1400
19,Lakshadweep,3629,2493,9,1127
20,Madhya Pradesh,649114,547447,6244,95423
21,Maharashtra,4996758,4265326,74413,657019
22,Manipur,34333,30378,449,3506
23,Meghalaya,18927,16262,199,2466
24,Mizoram,7382,5459,17,1906
25,Nagaland,15580,13025,122,2433
26,Odisha,512400,431658,2140,78602
27,Puducherry,68373,54375,920,13078
28,Punjab,424647,344779,10144,69724
29,Rajasthan,720799,516306,5346,199147
30,Sikkim,9451,6893,160,2398
31,Tamil Nadu,1323965,1173439,15171,135355
32,Telangana,487199,413225,2666,71308
33,Tripura,37208,34270,405,2533
34,Uttarakhand,229993,158872,3430,67691
35,Uttar Pradesh,1453679,1184688,14873,254118
36,West Bengal,954282,818108,12076,124098
