ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10751,10622,129,0
2,Andhra Pradesh,2339144,2324376,14733,35
3,Arunachal Pradesh,66891,66595,296,0
4,Assam,746104,738065,8035,4
5,Bihar,851452,839130,12303,19
6,Chandigarh,99428,98212,1183,33
7,Chhattisgarh,1177840,1163665,14147,28
8,Dadra and Nagar Haveli and Daman and Diu,11591,11587,4,0
9,Delhi,2008847,1981785,26524,538
10,Goa,259521,255281,4013,227
11,Gujarat,1280766,1267864,11053,1849
12,Haryana,1057208,1046214,10714,280
13,Himachal Pradesh,313557,308846,4216,495
14,Jammu and Kashmir,479640,474781,4785,74
15,Jharkhand,442612,437262,5332,18
16,Karnataka,4076465,4035332,40321,812
17,Kerala,6834246,6759978,71606,2662
18,Ladakh,29433,29200,231,2
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1055070,1044240,10777,53
21,Maharashtra,8142059,7991412,148435,2212
22,Manipur,139924,137775,2149,0
23,Meghalaya,96791,95163,1625,3
24,Mizoram,238969,238243,726,0
25,Nagaland,35988,35206,782,0
26,Odisha,1336826,1327529,9205,92
27,Puducherry,176012,173996,1976,40
28,Punjab,784757,765326,19289,142
29,Rajasthan,1315966,1306093,9661,212
30,Sikkim,44338,43832,500,6
31,Tamil Nadu,3596311,3557627,38050,634
32,Telangana,842416,838153,4111,152
33,Tripura,108034,107094,940,0
34,Uttarakhand,449586,441805,7755,26
35,Uttar Pradesh,2128610,2104698,23650,262
36,West Bengal,2118957,2097353,21533,71
