ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2341073,2326323,14733,17
3,Arunachal Pradesh,67049,66753,296,0
4,Assam,746218,738181,8036,1
5,Bihar,855389,843069,12315,5
6,Chandigarh,100713,99525,1185,3
7,Chhattisgarh,1188326,1174059,14195,72
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2041600,2014837,26674,89
10,Goa,263592,259575,4014,3
11,Gujarat,1292022,1280888,11086,48
12,Haryana,1079079,1068293,10781,5
13,Himachal Pradesh,322995,318739,4246,10
14,Jammu and Kashmir,482153,477327,4793,33
15,Jharkhand,443859,438522,5337,0
16,Karnataka,4095811,4055319,40398,94
17,Kerala,6917560,6845441,72102,17
18,Ladakh,29625,29390,231,4
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056672,1045877,10786,9
21,Maharashtra,8175781,8026951,148590,240
22,Manipur,140036,137887,2149,0
23,Meghalaya,96992,95363,1628,1
24,Mizoram,239566,238831,734,1
25,Nagaland,36033,35251,782,0
26,Odisha,1348569,1339326,9215,28
27,Puducherry,177689,175701,1982,6
28,Punjab,793733,773157,20572,4
29,Rajasthan,1326738,1316922,9738,78
30,Sikkim,44942,44440,501,1
31,Tamil Nadu,3611574,3573472,38086,16
32,Telangana,844774,840648,4111,15
33,Tripura,108559,107615,943,1
34,Uttarakhand,452611,444835,7768,8
35,Uttar Pradesh,2145635,2121894,23722,19
36,West Bengal,2127422,2105799,21558,65
