ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10636,129,1
2,Andhra Pradesh,2340554,2325618,14733,203
3,Arunachal Pradesh,66918,66606,296,16
4,Assam,746122,738080,8035,7
5,Bihar,854119,841008,12311,800
6,Chandigarh,100534,99106,1185,243
7,Chhattisgarh,1185921,1169240,14178,2503
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2038722,2009061,26630,3031
10,Goa,262409,258038,4014,357
11,Gujarat,1290514,1278222,11074,1218
12,Haryana,1076944,1062378,10736,3830
13,Himachal Pradesh,321546,316287,4237,1022
14,Jammu and Kashmir,481637,476474,4790,373
15,Jharkhand,443639,437826,5333,480
16,Karnataka,4086405,4044628,40349,1428
17,Kerala,6895530,6812969,71831,10730
18,Ladakh,29566,29323,231,12
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056271,1045273,10786,212
21,Maharashtra,8165891,8013372,148514,4005
22,Manipur,139957,137804,2149,4
23,Meghalaya,96852,95205,1626,21
24,Mizoram,239052,238277,726,49
25,Nagaland,36002,35215,782,5
26,Odisha,1345147,1331869,9212,4066
27,Puducherry,177353,175234,1981,138
28,Punjab,790921,770319,19315,1287
29,Rajasthan,1324993,1312601,9702,2690
30,Sikkim,44620,44053,500,67
31,Tamil Nadu,3608618,3567834,38069,2715
32,Telangana,843643,839201,4111,331
33,Tripura,108077,107113,940,24
34,Uttarakhand,452080,444021,7763,296
35,Uttar Pradesh,2142835,2116253,23685,2897
36,West Bengal,2122506,2098783,21538,2185
