ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,4929,4803,62,64
2,Andhra Pradesh,881273,870752,7098,3423
3,Arunachal Pradesh,16696,16521,56,119
4,Assam,215997,211636,1038,3323
5,Bihar,250390,244076,1386,4928
6,Chandigarh,19551,18856,316,379
7,Chhattisgarh,276337,260056,3319,12962
8,Dadra and Nagar Haveli and Daman and Diu,3374,3363,2,9
9,Delhi,623415,606644,10474,6297
10,Goa,50772,49083,734,955
11,Gujarat,242655,228144,4288,10223
12,Haryana,261258,254336,2882,4040
13,Himachal Pradesh,54680,50079,921,3680
14,Jammu and Kashmir,120293,115261,1875,3157
15,Jharkhand,114420,111818,1020,1582
16,Karnataka,916909,892273,12070,12566
17,Kerala,743563,676368,2990,64205
18,Ladakh,9411,9088,126,197
19,Lakshadweep,0,0,0,0
20,Madhya Pradesh,239228,225782,3572,9874
21,Maharashtra,1922048,1814449,49305,58294
22,Manipur,28060,26478,348,1234
23,Meghalaya,13379,13042,138,199
24,Mizoram,4190,4068,8,114
25,Nagaland,11911,11589,79,243
26,Odisha,328738,324392,1864,2482
27,Puducherry,38028,37040,631,357
28,Punjab,165668,156342,5312,4014
29,Rajasthan,306158,292739,2677,10742
30,Sikkim,5845,5188,126,531
31,Tamil Nadu,815175,794228,12080,8867
32,Telangana,285465,277931,1535,5999
33,Tripura,33246,32721,385,140
34,Uttarakhand,89850,82850,1489,5511
35,Uttar Pradesh,582920,559888,8322,14710
36,West Bengal,548471,525685,9625,13161
