ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7627,7488,129,10
2,Andhra Pradesh,2054663,2031681,14228,8754
3,Arunachal Pradesh,54812,54108,279,425
4,Assam,603923,593775,5903,4245
5,Bihar,725975,716285,9661,29
6,Chandigarh,65252,64391,820,41
7,Chhattisgarh,1005440,991662,13568,210
8,Dadra and Nagar Haveli and Daman and Diu,10672,10666,4,2
9,Delhi,1439053,1413611,25088,354
10,Goa,176864,172770,3322,772
11,Gujarat,826060,815794,10084,182
12,Haryana,770949,760801,9875,273
13,Himachal Pradesh,219919,214752,3690,1477
14,Jammu and Kashmir,330118,324627,4426,1065
15,Jharkhand,348287,343069,5135,83
16,Karnataka,2979331,2929629,37854,11848
17,Kerala,4751407,4602600,25811,122996
18,Ladakh,20831,20574,208,49
19,Lakshadweep,10364,10310,51,3
20,Madhya Pradesh,792596,781953,10522,121
21,Maharashtra,6567791,6391662,139362,36767
22,Manipur,121462,117810,1875,1777
23,Meghalaya,82068,79346,1412,1310
24,Mizoram,102629,86213,341,16075
25,Nagaland,31373,30395,667,311
26,Odisha,1029412,1016594,8227,4591
27,Puducherry,126742,124259,1844,639
28,Punjab,601782,584992,16526,264
29,Rajasthan,954347,945344,8954,49
30,Sikkim,31585,30814,388,383
31,Tamil Nadu,2672843,2620499,35707,16637
32,Telangana,667158,658827,3925,4406
33,Tripura,84211,83249,815,147
34,Uttarakhand,343618,336059,7396,163
35,Uttar Pradesh,1709902,1686857,22896,149
36,West Bengal,1573246,1546792,18863,7591
