ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10724,10579,129,16
2,Andhra Pradesh,2338629,2323753,14733,143
3,Arunachal Pradesh,66866,66564,296,6
4,Assam,745842,735102,8035,2705
5,Bihar,850830,838354,12302,174
6,Chandigarh,99260,98054,1181,25
7,Chhattisgarh,1177033,1162458,14137,438
8,Dadra and Nagar Haveli and Daman and Diu,11588,11583,4,1
9,Delhi,2004652,1977712,26506,434
10,Goa,258449,254337,3967,145
11,Gujarat,1275950,1264159,11037,754
12,Haryana,1055489,1044543,10709,237
13,Himachal Pradesh,312370,308096,4210,64
14,Jammu and Kashmir,479241,474412,4785,44
15,Jharkhand,442466,437065,5330,71
16,Karnataka,4066542,4023300,40292,2950
17,Kerala,6816187,6740124,71290,4773
18,Ladakh,29371,29128,231,12
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1054517,1043642,10775,100
21,Maharashtra,8126797,7975667,148371,2759
22,Manipur,139835,137675,2149,11
23,Meghalaya,96733,95082,1622,29
24,Mizoram,238661,237860,723,78
25,Nagaland,35968,35180,781,7
26,Odisha,1335314,1325519,9199,596
27,Puducherry,175009,172869,1974,166
28,Punjab,782315,764223,17918,174
29,Rajasthan,1313713,1303723,9644,346
30,Sikkim,44244,43714,498,32
31,Tamil Nadu,3588449,3546178,38048,4223
32,Telangana,838950,834265,4111,574
33,Tripura,107889,106875,939,75
34,Uttarakhand,449013,441205,7751,57
35,Uttar Pradesh,2126838,2102819,23625,394
36,West Bengal,2116686,2093753,21520,1413
