ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10035,9906,129,0
2,Andhra Pradesh,2319720,2304950,14730,40
3,Arunachal Pradesh,64499,64199,296,4
4,Assam,724217,716225,7986,6
5,Bihar,830595,818294,12256,45
6,Chandigarh,92113,90876,1165,72
7,Chhattisgarh,1152296,1138225,14034,37
8,Dadra and Nagar Haveli and Daman and Diu,11441,11437,4,0
9,Delhi,1889769,1857846,26177,5746
10,Goa,245472,241588,3832,52
11,Gujarat,1224429,1213365,10943,121
12,Haryana,995036,981881,10620,2535
13,Himachal Pradesh,284849,280660,4134,55
14,Jammu and Kashmir,454079,449268,4751,60
15,Jharkhand,435263,429899,5317,47
16,Karnataka,3948283,3906327,40102,1854
17,Kerala,6543002,6470924,69190,2888
18,Ladakh,28247,28017,228,2
19,Lakshadweep,11402,11350,52,0
20,Madhya Pradesh,1041600,1030652,10735,213
21,Maharashtra,7878596,7729642,147845,1109
22,Manipur,137225,135097,2120,8
23,Meghalaya,93805,92204,1593,8
24,Mizoram,227676,226644,697,335
25,Nagaland,35488,34728,760,0
26,Odisha,1288103,1278825,9126,152
27,Puducherry,165794,163825,1962,7
28,Punjab,759832,741801,17751,280
29,Rajasthan,1283986,1273904,9553,529
30,Sikkim,39153,38699,452,2
31,Tamil Nadu,3454153,3415662,38025,466
32,Telangana,792191,787716,4111,364
33,Tripura,100882,99958,923,1
34,Uttarakhand,437573,429385,7693,495
35,Uttar Pradesh,2075693,2050443,23508,1742
36,West Bengal,2018441,1996826,21202,413
