ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,5247,5078,63,106
2,Andhra Pradesh,937049,901327,7339,28383
3,Arunachal Pradesh,16912,16792,56,64
4,Assam,221868,216199,1122,4547
5,Bihar,295171,269795,1651,23725
6,Chandigarh,31985,28210,404,3371
7,Chhattisgarh,486244,362301,5307,118636
8,Dadra and Nagar Haveli and Daman and Diu,4420,3756,2,662
9,Delhi,767438,705162,11540,50736
10,Goa,63815,57846,857,5112
11,Gujarat,367616,323371,4995,39250
12,Haryana,329942,299205,3316,27421
13,Himachal Pradesh,72319,64242,1148,6929
14,Jammu and Kashmir,141736,130304,2042,9390
15,Jharkhand,147792,127976,1292,18524
16,Karnataka,1094912,996367,13046,85499
17,Kerala,1189175,1125775,4836,58564
18,Ladakh,11278,10095,132,1051
19,Lakshadweep,845,746,1,98
20,Madhya Pradesh,363352,309489,4312,49551
21,Maharashtra,3578160,2905721,58804,613635
22,Manipur,29561,29052,376,133
23,Meghalaya,14485,13971,151,363
24,Mizoram,4722,4470,12,240
25,Nagaland,12440,12263,93,84
26,Odisha,355353,341733,1933,11687
27,Puducherry,45449,41719,698,3032
28,Punjab,282505,246583,7672,28250
29,Rajasthan,381292,333379,3008,44905
30,Sikkim,6456,6127,136,193
31,Tamil Nadu,954948,887663,12970,54315
32,Telangana,338045,308396,1788,27861
33,Tripura,33871,33143,394,334
34,Uttarakhand,114024,101461,1793,10770
35,Uttar Pradesh,744021,622810,9376,111835
36,West Bengal,630116,587037,10458,32621
