ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10751,10622,129,0
2,Andhra Pradesh,2339108,2324365,14733,10
3,Arunachal Pradesh,66891,66595,296,0
4,Assam,746101,738065,8035,1
5,Bihar,851432,839124,12303,5
6,Chandigarh,99394,98191,1182,21
7,Chhattisgarh,1177812,1163658,14146,8
8,Dadra and Nagar Haveli and Daman and Diu,11591,11587,4,0
9,Delhi,2008004,1981272,26523,209
10,Goa,259297,255175,4013,109
11,Gujarat,1278834,1266977,11047,810
12,Haryana,1056889,1046085,10714,90
13,Himachal Pradesh,313015,308632,4215,168
14,Jammu and Kashmir,479582,474733,4785,64
15,Jharkhand,442595,437247,5332,16
16,Karnataka,4075524,4034590,40318,616
17,Kerala,6832566,6759101,71596,1869
18,Ladakh,29431,29194,231,6
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1055022,1044213,10777,32
21,Maharashtra,8139865,7990073,148428,1364
22,Manipur,139924,137775,2149,0
23,Meghalaya,96788,95163,1625,0
24,Mizoram,238969,238243,726,0
25,Nagaland,35988,35206,782,0
26,Odisha,1336729,1327473,9205,51
27,Puducherry,175972,173920,1976,76
28,Punjab,784616,765231,19289,96
29,Rajasthan,1315793,1306003,9660,130
30,Sikkim,44332,43829,500,3
31,Tamil Nadu,3595677,3557225,38050,402
32,Telangana,842264,837934,4111,219
33,Tripura,108034,107094,940,0
34,Uttarakhand,449532,441746,7754,32
35,Uttar Pradesh,2128340,2104589,23649,102
36,West Bengal,2118907,2097324,21533,50
