ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7641,7503,129,9
2,Andhra Pradesh,2059708,2038960,14295,6453
3,Arunachal Pradesh,54964,54501,280,183
4,Assam,605944,596547,5939,3458
5,Bihar,726021,716314,9661,46
6,Chandigarh,65297,64447,820,30
7,Chhattisgarh,1005624,991857,13570,197
8,Dadra and Nagar Haveli and Daman and Diu,10675,10668,4,3
9,Delhi,1439337,1413921,25089,327
10,Goa,177410,173423,3339,648
11,Gujarat,826258,815960,10086,212
12,Haryana,771049,760884,10049,116
13,Himachal Pradesh,221203,216125,3717,1361
14,Jammu and Kashmir,330885,325564,4426,895
15,Jharkhand,348415,343150,5135,130
16,Karnataka,2982869,2935238,37931,9700
17,Kerala,4838811,4716728,26734,95349
18,Ladakh,20871,20621,208,42
19,Lakshadweep,10365,10313,51,1
20,Madhya Pradesh,792675,782046,10523,106
21,Maharashtra,6588429,6415316,139734,33379
22,Manipur,122545,119208,1893,1444
23,Meghalaya,82815,80490,1432,893
24,Mizoram,111651,97955,380,13316
25,Nagaland,31547,30645,674,228
26,Odisha,1034276,1021180,8279,4817
27,Puducherry,127296,124836,1849,611
28,Punjab,601992,585224,16540,228
29,Rajasthan,954383,945389,8954,40
30,Sikkim,31739,31159,391,189
31,Tamil Nadu,2684641,2633534,35869,15238
32,Telangana,668722,660730,3936,4056
33,Tripura,84299,83381,816,102
34,Uttarakhand,343739,336163,7397,179
35,Uttar Pradesh,1710014,1686984,22897,133
36,West Bengal,1579463,1552997,18953,7513
