ID,state,total_cases,discharged,deaths,active_cases
1,Andhra Pradesh,323,323,0,0
2,Arunachal Pradesh,3,3,0,0
3,Assam,212,210,0,2
4,Bihar,145,145,0,0
5,Chandigarh,18,18,0,0
6,Chhattisgarh,248,242,6,0
7,Delhi,4155,4117,25,13
8,Goa,29,29,0,0
9,Gujarat,3679,3677,2,0
10,Haryana,674,668,5,1
11,Himachal Pradesh,9,8,0,1
12,Jammu and Kashmir,167,147,1,19
13,Jharkhand,82,81,1,0
14,Karnataka,2990,2976,11,3
15,Kerala,8792,8734,58,0
16,Ladakh,5,5,0,0
17,Madhya Pradesh,354,342,11,1
18,Maharashtra,2768,2704,46,18
19,Manipur,366,363,0,3
20,Meghalaya,1,1,0,0
21,Mizoram,39,39,0,0
22,Nagaland,3,3,0,0
23,Odisha,176,176,0,0
24,Puducherry,128,128,0,0
25,Punjab,280,270,6,4
26,Rajasthan,833,829,3,1
27,Sikkim,288,287,1,0
28,Tamil Nadu,1226,1215,7,4
29,Telangana,33,33,0,0
30,Tripura,31,31,0,0
31,Uttarakhand,125,125,0,0
32,Uttar Pradesh,1173,1162,2,9
33,West Bengal,1175,1170,1,4
