ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10635,129,2
2,Andhra Pradesh,2340440,2325386,14733,321
3,Arunachal Pradesh,66907,66606,296,5
4,Assam,746117,738077,8035,5
5,Bihar,853546,840392,12309,845
6,Chandigarh,100397,98897,1184,316
7,Chhattisgarh,1184777,1167750,14170,2857
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2036196,2004875,26613,4708
10,Goa,262231,257775,4014,442
11,Gujarat,1289873,1277167,11074,1632
12,Haryana,1074664,1059538,10732,4394
13,Himachal Pradesh,321061,315652,4237,1172
14,Jammu and Kashmir,481457,476325,4789,343
15,Jharkhand,443464,437661,5333,470
16,Karnataka,4085583,4043505,40344,1734
17,Kerala,6890779,6805223,71783,13773
18,Ladakh,29561,29316,231,14
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056099,1044975,10783,341
21,Maharashtra,8163626,8009885,148508,5233
22,Manipur,139955,137798,2149,8
23,Meghalaya,96834,95199,1625,10
24,Mizoram,239025,238258,726,41
25,Nagaland,35998,35214,782,2
26,Odisha,1343391,1330813,9209,3369
27,Puducherry,177274,175117,1981,176
28,Punjab,790311,769135,19313,1863
29,Rajasthan,1323733,1310595,9698,3440
30,Sikkim,44579,44020,500,59
31,Tamil Nadu,3607275,3565747,38065,3463
32,Telangana,843468,838994,4111,363
33,Tripura,108064,107109,940,15
34,Uttarakhand,451746,443663,7762,321
35,Uttar Pradesh,2141061,2113512,23675,3874
36,West Bengal,2121546,2098212,21535,1799
