ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2341050,2326306,14733,11
3,Arunachal Pradesh,67049,66753,296,0
4,Assam,746217,738179,8036,2
5,Bihar,855379,843061,12315,3
6,Chandigarh,100710,99524,1185,1
7,Chhattisgarh,1188253,1173966,14195,92
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2041483,2014771,26670,42
10,Goa,263590,259569,4014,7
11,Gujarat,1291969,1280830,11085,54
12,Haryana,1079070,1068289,10780,1
13,Himachal Pradesh,322986,318728,4246,12
14,Jammu and Kashmir,482126,477309,4793,24
15,Jharkhand,443859,438522,5337,0
16,Karnataka,4095636,4055112,40398,126
17,Kerala,6917540,6845418,72102,20
18,Ladakh,29621,29389,231,1
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056665,1045869,10786,10
21,Maharashtra,8175513,8026704,148588,221
22,Manipur,140036,137887,2149,0
23,Meghalaya,96991,95363,1628,0
24,Mizoram,239565,238830,734,1
25,Nagaland,36033,35251,782,0
26,Odisha,1348544,1339304,9215,25
27,Puducherry,177680,175695,1982,3
28,Punjab,793730,773150,20572,8
29,Rajasthan,1326689,1316903,9737,49
30,Sikkim,44941,44437,501,3
31,Tamil Nadu,3611557,3573451,38086,20
32,Telangana,844758,840633,4111,14
33,Tripura,108559,107608,943,8
34,Uttarakhand,452602,444829,7768,5
35,Uttar Pradesh,2145616,2121878,23721,17
36,West Bengal,2127361,2105713,21558,90
