ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10033,9904,129,0
2,Andhra Pradesh,2319578,2304729,14730,119
3,Arunachal Pradesh,64486,64188,296,2
4,Assam,724196,716209,6639,1348
5,Bihar,830477,818204,12256,17
6,Chandigarh,91929,90746,1165,18
7,Chhattisgarh,1152170,1138048,14034,88
8,Dadra and Nagar Haveli and Daman and Diu,11441,11437,4,0
9,Delhi,1865382,1838760,26154,468
10,Goa,245325,241452,3832,41
11,Gujarat,1223941,1212932,10942,67
12,Haryana,985410,974528,10617,265
13,Himachal Pradesh,284578,280354,4133,91
14,Jammu and Kashmir,453815,448903,4750,162
15,Jharkhand,435153,429805,5315,33
16,Karnataka,3945698,3904101,40055,1542
17,Kerala,6533998,6462529,68130,3339
18,Ladakh,28225,27992,228,5
19,Lakshadweep,11402,11350,52,0
20,Madhya Pradesh,1041157,1030329,10735,93
21,Maharashtra,7874446,7725791,147789,866
22,Manipur,137126,134961,2120,45
23,Meghalaya,93770,92165,1593,12
24,Mizoram,224963,223325,687,951
25,Nagaland,35477,34708,759,10
26,Odisha,1287742,1278322,9121,299
27,Puducherry,165774,163812,1962,0
28,Punjab,759152,741320,17741,91
29,Rajasthan,1283042,1273360,9552,130
30,Sikkim,39141,38684,452,5
31,Tamil Nadu,3452931,3414643,38025,263
32,Telangana,791345,786963,4111,271
33,Tripura,100877,99953,921,3
34,Uttarakhand,437270,429095,7692,483
35,Uttar Pradesh,2070882,2047015,23496,371
36,West Bengal,2017507,1995752,21199,556
