ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10504,10338,129,37
2,Andhra Pradesh,2333936,2317812,14733,1391
3,Arunachal Pradesh,66293,65746,296,251
4,Assam,742106,730330,8022,3754
5,Bihar,845130,831848,12285,997
6,Chandigarh,97539,95600,1171,768
7,Chhattisgarh,1169787,1152778,14083,2926
8,Dadra and Nagar Haveli and Daman and Diu,11557,11531,4,22
9,Delhi,1973394,1938545,26343,8506
10,Goa,253336,248424,3855,1057
11,Gujarat,1262600,1245890,10981,5729
12,Haryana,1037717,1022528,10651,4538
13,Himachal Pradesh,305743,297225,4180,4338
14,Jammu and Kashmir,470827,460905,4776,5146
15,Jharkhand,441087,434982,5329,776
16,Karnataka,4022714,3971759,40165,10790
17,Kerala,6731659,6651375,70588,9696
18,Ladakh,29027,28688,228,111
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1051559,1039500,10762,1297
21,Maharashtra,8062519,7902480,148150,11889
22,Manipur,139408,137037,2138,233
23,Meghalaya,95977,93690,1611,676
24,Mizoram,234522,232633,715,1174
25,Nagaland,35846,35020,773,53
26,Odisha,1320014,1306249,9151,4614
27,Puducherry,171756,169157,1967,632
28,Punjab,777764,747101,17839,12824
29,Rajasthan,1298394,1284662,9590,4142
30,Sikkim,42812,41919,476,417
31,Tamil Nadu,3554611,3507667,38033,8911
32,Telangana,826778,817560,4111,5107
33,Tripura,107435,105979,935,521
34,Uttarakhand,445345,435273,7721,2351
35,Uttar Pradesh,2109628,2080417,23578,5633
36,West Bengal,2099958,2071599,21405,6954
