ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,4441,4206,60,175
2,Andhra Pradesh,840730,812517,6779,21434
3,Arunachal Pradesh,15389,13785,45,1559
4,Assam,208637,200939,940,6758
5,Bihar,220936,213513,1136,6287
6,Chandigarh,15025,13978,232,815
7,Chhattisgarh,199562,173872,2434,23256
8,Dadra and Nagar Haveli and Daman and Diu,3273,3239,2,32
9,Delhi,430784,383614,6912,40258
10,Goa,44916,42239,641,2036
11,Gujarat,179517,163640,3753,12124
12,Haryana,180424,162814,1897,15713
13,Himachal Pradesh,24812,20243,371,4198
14,Jammu and Kashmir,98337,91225,1528,5584
15,Jharkhand,104239,98776,897,4566
16,Karnataka,844147,799439,11369,33339
17,Kerala,480669,395624,1668,83377
18,Ladakh,6790,5894,80,816
19,Lakshadweep,0,0,0,0
20,Madhya Pradesh,176468,165715,3017,7736
21,Maharashtra,1714273,1569090,45115,100068
22,Manipur,20131,16714,194,3223
23,Meghalaya,10047,8959,93,995
24,Mizoram,3090,2526,2,562
25,Nagaland,9455,8336,45,1074
26,Odisha,300140,286857,1410,11873
27,Puducherry,35744,33932,600,1212
28,Punjab,136958,127821,4310,4827
29,Rajasthan,209438,191132,1979,16327
30,Sikkim,4195,3805,76,314
31,Tamil Nadu,741488,711198,11324,18966
32,Telangana,250331,229064,1377,19890
33,Tripura,31517,29858,357,1302
34,Uttarakhand,65036,60083,1063,3890
35,Uttar Pradesh,495421,465250,7180,22991
36,West Bengal,401394,359071,7235,35088
