ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,9277,8584,129,564
2,Andhra Pradesh,2166194,2078513,14538,73143
3,Arunachal Pradesh,59162,55990,282,2890
4,Assam,690534,635229,6288,49017
5,Bihar,808754,776992,12183,19579
6,Chandigarh,84884,75170,1100,8614
7,Chhattisgarh,1091868,1046971,13716,31181
8,Dadra and Nagar Haveli and Daman and Diu,11172,10930,4,238
9,Delhi,1782514,1698335,25586,58593
10,Goa,227856,202871,3602,21383
11,Gujarat,1045938,905833,10230,129875
12,Haryana,901303,833183,10165,57955
13,Himachal Pradesh,259566,238340,3931,17295
14,Jammu and Kashmir,390949,347238,4598,39113
15,Jharkhand,419158,392277,5253,21628
16,Karnataka,3467472,3098432,38563,330477
17,Kerala,5597648,5297971,51739,247938
18,Ladakh,24496,22999,222,1275
19,Lakshadweep,10743,10434,51,258
20,Madhya Pradesh,882906,810956,10562,61388
21,Maharashtra,7466420,7040618,142071,283731
22,Manipur,129661,124500,2022,3139
23,Meghalaya,88141,84643,1496,2002
24,Mizoram,159653,149227,581,9845
25,Nagaland,33478,32131,705,642
26,Odisha,1196140,1110767,8514,76859
27,Puducherry,150316,133347,1901,15068
28,Punjab,707847,642335,16948,48564
29,Rajasthan,1115790,1017481,9076,89233
30,Sikkim,36765,33871,421,2473
31,Tamil Nadu,3103410,2871535,37178,194697
32,Telangana,731212,695942,4071,31199
33,Tripura,97933,88922,868,8143
34,Uttarakhand,396674,360292,7475,28907
35,Uttar Pradesh,1933165,1813485,23038,96642
36,West Bengal,1958265,1814306,20302,123657
