ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7680,7546,129,5
2,Andhra Pradesh,2072446,2055856,14432,2158
3,Arunachal Pradesh,55269,54952,280,37
4,Assam,616435,607624,6091,2720
5,Bihar,726212,716510,9663,39
6,Chandigarh,65443,64571,820,52
7,Chhattisgarh,1006733,992814,13593,326
8,Dadra and Nagar Haveli and Daman and Diu,10683,10678,4,1
9,Delhi,1440834,1415448,25096,290
10,Goa,178839,175183,3381,275
11,Gujarat,827382,816999,10092,291
12,Haryana,771654,761441,10054,159
13,Himachal Pradesh,226941,222287,3845,809
14,Jammu and Kashmir,336386,330189,4473,1724
15,Jharkhand,349216,343967,5140,109
16,Karnataka,2995285,2950306,38196,6783
17,Kerala,5129359,5040528,39679,49152
18,Ladakh,21494,21032,213,249
19,Lakshadweep,10394,10315,51,28
20,Madhya Pradesh,793120,782480,10528,112
21,Maharashtra,6633612,6480799,140908,11905
22,Manipur,125117,122474,1970,673
23,Meghalaya,84414,82635,1471,308
24,Mizoram,134279,129672,490,4117
25,Nagaland,32100,31269,696,135
26,Odisha,1048492,1037864,8406,2222
27,Puducherry,128860,126662,1872,326
28,Punjab,603190,586284,16593,313
29,Rajasthan,954741,945599,8955,187
30,Sikkim,32211,31694,403,114
31,Tamil Nadu,2724731,2679895,36454,8382
32,Telangana,675479,667946,3988,3545
33,Tripura,84784,83874,821,89
34,Uttarakhand,344183,336626,7407,150
35,Uttar Pradesh,1710373,1687377,22910,86
36,West Bengal,1614152,1586882,19450,7820
