ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10035,9906,129,0
2,Andhra Pradesh,2319707,2304939,14730,38
3,Arunachal Pradesh,64498,64199,296,3
4,Assam,724215,716223,7986,6
5,Bihar,830579,818281,12256,42
6,Chandigarh,92092,90857,1165,70
7,Chhattisgarh,1152288,1138213,14034,41
8,Dadra and Nagar Haveli and Daman and Diu,11441,11437,4,0
9,Delhi,1887050,1854888,26176,5986
10,Goa,245448,241567,3832,49
11,Gujarat,1224386,1213335,10943,108
12,Haryana,993931,980718,10619,2594
13,Himachal Pradesh,284832,280643,4134,55
14,Jammu and Kashmir,454072,449253,4751,68
15,Jharkhand,435246,429894,5317,35
16,Karnataka,3947944,3906027,40102,1815
17,Kerala,6542274,6470418,69112,2744
18,Ladakh,28246,28017,228,1
19,Lakshadweep,11402,11350,52,0
20,Madhya Pradesh,1041540,1030602,10735,203
21,Maharashtra,7878175,7729303,147845,1027
22,Manipur,137222,135095,2120,7
23,Meghalaya,93800,92202,1593,5
24,Mizoram,227600,226470,697,433
25,Nagaland,35488,34728,760,0
26,Odisha,1288075,1278814,9126,135
27,Puducherry,165794,163823,1962,9
28,Punjab,759673,741744,17751,178
29,Rajasthan,1283825,1273829,9552,444
30,Sikkim,39153,38697,452,4
31,Tamil Nadu,3454058,3415545,38025,488
32,Telangana,792108,787661,4111,336
33,Tripura,100882,99958,922,2
34,Uttarakhand,437526,429349,7693,484
35,Uttar Pradesh,2075139,2049944,23508,1687
36,West Bengal,2018374,1996760,21202,412
