ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10740,10611,129,0
2,Andhra Pradesh,2339001,2324175,14733,93
3,Arunachal Pradesh,66884,66583,296,5
4,Assam,746079,735492,8035,2552
5,Bihar,851274,838898,12302,74
6,Chandigarh,99318,98118,1181,19
7,Chhattisgarh,1177645,1163398,14144,103
8,Dadra and Nagar Haveli and Daman and Diu,11591,11585,4,2
9,Delhi,2006608,1979864,26513,231
10,Goa,258868,254759,4013,96
11,Gujarat,1277088,1265652,11040,396
12,Haryana,1056335,1045487,10712,136
13,Himachal Pradesh,312490,308247,4211,32
14,Jammu and Kashmir,479310,474506,4785,19
15,Jharkhand,442553,437190,5331,32
16,Karnataka,4069828,4027690,40300,1838
17,Kerala,6823483,6749516,71422,2545
18,Ladakh,29394,29162,231,1
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1054831,1043991,10776,64
21,Maharashtra,8133682,7983868,148396,1418
22,Manipur,139894,137737,2149,8
23,Meghalaya,96769,95141,1624,4
24,Mizoram,238879,238105,726,48
25,Nagaland,35985,35202,782,1
26,Odisha,1336278,1326915,9204,159
27,Puducherry,175448,173421,1975,52
28,Punjab,784034,764670,19289,75
29,Rajasthan,1314766,1304777,9646,343
30,Sikkim,44300,43794,499,7
31,Tamil Nadu,3593023,3554067,38048,908
32,Telangana,840669,836164,4111,394
33,Tripura,108025,107077,940,8
34,Uttarakhand,449195,441394,7751,50
35,Uttar Pradesh,2127797,2103906,23631,260
36,West Bengal,2118250,2096357,21530,363
