ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10029,9899,129,1
2,Andhra Pradesh,2319267,2304031,14730,506
3,Arunachal Pradesh,64484,64182,296,6
4,Assam,724192,716188,6639,1365
5,Bihar,830419,818127,12256,36
6,Chandigarh,91892,90699,1165,28
7,Chhattisgarh,1151939,1137773,14034,132
8,Dadra and Nagar Haveli and Daman and Diu,11441,11436,4,1
9,Delhi,1863899,1837247,26147,505
10,Goa,245253,241369,3830,54
11,Gujarat,1223780,1212513,10941,326
12,Haryana,984625,973645,10598,382
13,Himachal Pradesh,284361,279990,4132,239
14,Jammu and Kashmir,453562,448701,4750,111
15,Jharkhand,435044,429610,5315,119
16,Karnataka,3944785,3902813,40039,1933
17,Kerala,6527645,6454022,67363,6260
18,Ladakh,28208,27944,228,36
19,Lakshadweep,11402,11350,52,0
20,Madhya Pradesh,1040901,1029991,10734,176
21,Maharashtra,7872512,7723468,143767,5277
22,Manipur,137045,134849,2120,76
23,Meghalaya,93728,92083,1591,54
24,Mizoram,222993,220667,677,1649
25,Nagaland,35466,34671,758,37
26,Odisha,1287193,1277497,9116,580
27,Puducherry,165772,163797,1962,13
28,Punjab,758942,741029,17738,175
29,Rajasthan,1282657,1272747,9551,359
30,Sikkim,39122,38656,449,17
31,Tamil Nadu,3452442,3413841,38025,576
32,Telangana,790864,786114,4111,639
33,Tripura,100870,99951,919,0
34,Uttarakhand,437056,428748,7690,618
35,Uttar Pradesh,2070339,2046070,23492,777
36,West Bengal,2016842,1994797,21195,850
