ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10718,10568,129,21
2,Andhra Pradesh,2338533,2323662,14733,138
3,Arunachal Pradesh,66861,66553,296,12
4,Assam,745754,735063,8035,2656
5,Bihar,850711,838294,12302,115
6,Chandigarh,99244,98030,1181,33
7,Chhattisgarh,1176761,1162303,14137,321
8,Dadra and Nagar Haveli and Daman and Diu,11587,11582,4,1
9,Delhi,2004187,1977292,26505,390
10,Goa,258319,254213,3966,140
11,Gujarat,1275566,1263822,11037,707
12,Haryana,1055309,1044398,10708,203
13,Himachal Pradesh,312327,308026,4210,91
14,Jammu and Kashmir,479218,474382,4785,51
15,Jharkhand,442427,437031,5330,66
16,Karnataka,4065800,4022821,40288,2691
17,Kerala,6813848,6737381,71267,5200
18,Ladakh,29363,29111,231,21
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1054455,1043593,10773,89
21,Maharashtra,8124985,7974195,148358,2432
22,Manipur,139826,137666,2149,11
23,Meghalaya,96722,95074,1622,26
24,Mizoram,238584,237794,723,67
25,Nagaland,35963,35180,781,2
26,Odisha,1334955,1325205,9199,551
27,Puducherry,174855,172723,1974,158
28,Punjab,782216,764128,17917,171
29,Rajasthan,1313523,1303606,9644,273
30,Sikkim,44216,43694,498,24
31,Tamil Nadu,3587255,3544637,38048,4570
32,Telangana,838611,833997,4111,503
33,Tripura,107818,106865,939,14
34,Uttarakhand,449278,440545,7751,982
35,Uttar Pradesh,2126634,2102649,23623,362
36,West Bengal,2115959,2092752,21516,1691
