ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,5007,4934,62,11
2,Andhra Pradesh,888760,880784,7162,814
3,Arunachal Pradesh,16832,16771,56,5
4,Assam,217285,214542,1086,1657
5,Bihar,261646,259433,1522,691
6,Chandigarh,21203,20717,344,142
7,Chhattisgarh,308701,301648,3766,3287
8,Dadra and Nagar Haveli and Daman and Diu,3398,3396,2,0
9,Delhi,636670,624728,10889,1053
10,Goa,54152,52780,777,595
11,Gujarat,264718,258551,4400,1767
12,Haryana,268887,265015,3035,837
13,Himachal Pradesh,58142,56647,990,505
14,Jammu and Kashmir,125208,122626,1948,634
15,Jharkhand,119242,117720,1081,441
16,Karnataka,944437,926234,12259,5944
17,Kerala,994052,925871,3954,64227
18,Ladakh,9763,9583,130,50
19,Lakshadweep,188,119,0,69
20,Madhya Pradesh,257229,251538,3829,1862
21,Maharashtra,2056575,1972475,51451,32649
22,Manipur,29166,28737,373,56
23,Meghalaya,13932,13620,148,164
24,Mizoram,4392,4363,9,20
25,Nagaland,12176,12011,88,77
26,Odisha,336042,333351,1910,781
27,Puducherry,39416,38476,656,284
28,Punjab,175804,167814,5690,2300
29,Rajasthan,318710,314523,2780,1407
30,Sikkim,6116,5920,135,61
31,Tamil Nadu,844173,827480,12408,4285
32,Telangana,296428,293033,1614,1781
33,Tripura,33353,32960,391,2
34,Uttarakhand,96722,94396,1678,648
35,Uttar Pradesh,602001,590071,8698,3232
36,West Bengal,572220,557758,10229,4233
