ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,5289,5110,63,116
2,Andhra Pradesh,948231,905266,7373,35592
3,Arunachal Pradesh,16948,16800,56,92
4,Assam,222940,216397,1127,5416
5,Bihar,307557,272403,1688,33466
6,Chandigarh,32878,29047,408,3423
7,Chhattisgarh,516412,386529,5580,124303
8,Dadra and Nagar Haveli and Daman and Diu,4681,3798,4,879
9,Delhi,803623,730825,11793,61005
10,Goa,65499,58310,868,6321
11,Gujarat,384688,329781,5170,49737
12,Haryana,342077,304906,3354,33817
13,Himachal Pradesh,74195,65316,1168,7711
14,Jammu and Kashmir,144021,131353,2048,10620
15,Jharkhand,155115,130694,1376,23045
16,Karnataka,1124509,1003985,13190,107334
17,Kerala,1207332,1132267,4877,70188
18,Ladakh,11709,10214,132,1363
19,Lakshadweep,945,765,1,179
20,Madhya Pradesh,384563,320955,4425,59183
21,Maharashtra,3703584,3004391,59551,639642
22,Manipur,29610,29069,376,165
23,Meghalaya,14703,13986,152,565
24,Mizoram,4809,4482,12,315
25,Nagaland,12504,12271,94,139
26,Odisha,361450,343522,1938,15990
27,Puducherry,46393,42115,702,3576
28,Punjab,290707,252190,7772,30745
29,Rajasthan,395309,338424,3072,53813
30,Sikkim,6519,6142,136,241
31,Tamil Nadu,971384,896759,13032,61593
32,Telangana,346331,311008,1809,33514
33,Tripura,33933,33156,394,383
34,Uttarakhand,118646,103281,1819,13546
35,Uttar Pradesh,793720,633461,9583,150676
36,West Bengal,643795,592242,10506,41047
