ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10032,9901,129,2
2,Andhra Pradesh,2319475,2304378,14730,367
3,Arunachal Pradesh,64484,64188,296,0
4,Assam,724196,716197,6639,1360
5,Bihar,830453,818167,12256,30
6,Chandigarh,91911,90723,1165,23
7,Chhattisgarh,1152070,1137881,14034,155
8,Dadra and Nagar Haveli and Daman and Diu,11441,11437,4,0
9,Delhi,1864549,1837950,26151,448
10,Goa,245278,241419,3830,29
11,Gujarat,1223871,1212670,10942,259
12,Haryana,985019,974039,10608,372
13,Himachal Pradesh,284478,280162,4133,183
14,Jammu and Kashmir,453658,448774,4750,134
15,Jharkhand,435124,429740,5315,69
16,Karnataka,3945311,3903442,40050,1819
17,Kerala,6531046,6458586,67797,4663
18,Ladakh,28218,27974,228,16
19,Lakshadweep,11402,11350,52,0
20,Madhya Pradesh,1041039,1030153,10734,152
21,Maharashtra,7873509,7724803,147780,926
22,Manipur,137084,134924,2120,40
23,Meghalaya,93758,92121,1593,44
24,Mizoram,223856,221956,681,1219
25,Nagaland,35470,34696,758,16
26,Odisha,1287469,1277879,9118,472
27,Puducherry,165774,163808,1962,4
28,Punjab,759048,741179,17740,129
29,Rajasthan,1282911,1273060,9551,300
30,Sikkim,39138,38666,452,20
31,Tamil Nadu,3452681,3414262,38025,394
32,Telangana,791151,786526,4111,514
33,Tripura,100872,99951,919,2
34,Uttarakhand,437179,428970,7691,518
35,Uttar Pradesh,2070566,2046608,23494,464
36,West Bengal,2017202,1995289,21197,716
