ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2341096,2326363,14733,0
3,Arunachal Pradesh,67049,66753,296,0
4,Assam,746235,738198,8037,0
5,Bihar,855688,843370,12315,3
6,Chandigarh,100753,99566,1186,1
7,Chhattisgarh,1188566,1174362,14201,3
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2043042,2016322,26694,26
10,Goa,263647,259623,4014,10
11,Gujarat,1292517,1281382,11100,35
12,Haryana,1079169,1068382,10785,2
13,Himachal Pradesh,323096,318846,4246,4
14,Jammu and Kashmir,482189,477396,4793,0
15,Jharkhand,443861,438524,5337,0
16,Karnataka,4096770,4056320,40406,44
17,Kerala,6918108,6845722,72108,278
18,Ladakh,29676,29442,231,3
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056763,1045970,10786,7
21,Maharashtra,8177290,8028639,148602,49
22,Manipur,140038,137889,2149,0
23,Meghalaya,96994,95366,1628,0
24,Mizoram,239567,238833,734,0
25,Nagaland,36033,35251,782,0
26,Odisha,1348626,1339408,9215,3
27,Puducherry,177755,175763,1982,10
28,Punjab,793894,773289,20591,14
29,Rajasthan,1327682,1317863,9746,73
30,Sikkim,44949,44448,501,0
31,Tamil Nadu,3611829,3573682,38086,61
32,Telangana,844872,840759,4111,2
33,Tripura,108566,107623,943,0
34,Uttarakhand,452734,444952,7778,4
35,Uttar Pradesh,2146095,2122309,23726,60
36,West Bengal,2127665,2106081,21558,26
