ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,9452,8725,129,598
2,Andhra Pradesh,2195136,2087282,14549,93305
3,Arunachal Pradesh,60072,56476,283,3313
4,Assam,698713,646972,6319,45422
5,Bihar,813343,786317,12193,14833
6,Chandigarh,86260,77389,1103,7768
7,Chhattisgarh,1100218,1055398,13746,31074
8,Dadra and Nagar Haveli and Daman and Diu,11214,11002,4,208
9,Delhi,1797471,1726681,25650,45140
10,Goa,230825,208277,3615,18933
11,Gujarat,1076360,930938,10274,135148
12,Haryana,914826,852745,10194,51887
13,Himachal Pradesh,262087,242602,3944,15541
14,Jammu and Kashmir,402596,353374,4613,44609
15,Jharkhand,421838,399109,5272,17457
16,Karnataka,3564108,3162977,38614,362517
17,Kerala,5669611,5356642,51987,260982
18,Ladakh,24818,23352,222,1244
19,Lakshadweep,10812,10507,52,253
20,Madhya Pradesh,904744,824275,10576,69893
21,Maharashtra,7535511,7089936,142151,303424
22,Manipur,130490,125013,2027,3450
23,Meghalaya,88764,85009,1498,2257
24,Mizoram,162371,151081,586,10704
25,Nagaland,33654,32254,707,693
26,Odisha,1211951,1131917,8525,71509
27,Puducherry,153343,135783,1908,15652
28,Punjab,719142,656474,17023,45645
29,Rajasthan,1139382,1036762,9118,93502
30,Sikkim,37096,34566,423,2107
31,Tamil Nadu,3164205,2920457,37264,206484
32,Telangana,738795,701047,4075,33673
33,Tripura,98899,90142,879,7878
34,Uttarakhand,403465,364694,7491,31280
35,Uttar Pradesh,1957839,1840842,23073,93924
36,West Bengal,1969791,1854881,20375,94535
