ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,5466,5243,64,159
2,Andhra Pradesh,976987,915626,7472,53889
3,Arunachal Pradesh,17113,16835,56,222
4,Assam,227473,217296,1145,9032
5,Bihar,342059,283863,1841,56355
6,Chandigarh,35148,30768,421,3959
7,Chhattisgarh,574299,442337,6274,125688
8,Dadra and Nagar Haveli and Daman and Diu,5422,4047,4,1371
9,Delhi,905541,807328,12638,85575
10,Goa,69312,60145,926,8241
11,Gujarat,428178,346063,5615,76500
12,Haryana,371624,318369,3483,49772
13,Himachal Pradesh,79410,68164,1219,10027
14,Jammu and Kashmir,150238,134697,2071,13470
15,Jharkhand,172315,137590,1547,33178
16,Karnataka,1198644,1025821,13646,159177
17,Kerala,1272645,1148671,4978,118996
18,Ladakh,12556,10610,134,1812
19,Lakshadweep,1335,817,1,517
20,Madhya Pradesh,433704,350720,4713,78271
21,Maharashtra,3960359,3213464,61343,685552
22,Manipur,29869,29106,378,385
23,Meghalaya,15116,14105,154,857
24,Mizoram,5085,4569,12,504
25,Nagaland,12650,12299,94,257
26,Odisha,377464,349377,1953,26134
27,Puducherry,48974,43184,717,5073
28,Punjab,309316,264562,8045,36709
29,Rajasthan,438785,349946,3268,85571
30,Sikkim,6796,6172,136,488
31,Tamil Nadu,1013378,920369,13205,79804
32,Telangana,367901,319537,1876,46488
33,Tripura,34186,33231,394,561
34,Uttarakhand,129205,106272,1919,21014
35,Uttar Pradesh,909405,675702,10159,223544
36,West Bengal,678172,609134,10652,58386
