ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2340978,2326204,14733,41
3,Arunachal Pradesh,67049,66753,296,0
4,Assam,746207,738144,8036,27
5,Bihar,855342,843010,12315,17
6,Chandigarh,100705,99519,1185,1
7,Chhattisgarh,1188060,1173779,14193,88
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2041334,2014647,26670,17
10,Goa,263573,259551,4014,8
11,Gujarat,1291787,1280641,11083,63
12,Haryana,1079048,1068262,10780,6
13,Himachal Pradesh,322964,318711,4246,7
14,Jammu and Kashmir,482063,477264,4793,6
15,Jharkhand,443856,438516,5337,3
16,Karnataka,4094190,4053130,40391,669
17,Kerala,6917352,6845050,72092,210
18,Ladakh,29617,29385,231,1
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056634,1045837,10786,11
21,Maharashtra,8174643,8025576,148578,489
22,Manipur,140036,137887,2149,0
23,Meghalaya,96991,95362,1628,1
24,Mizoram,239562,238828,734,0
25,Nagaland,36033,35251,782,0
26,Odisha,1348477,1339233,9215,29
27,Puducherry,177649,175662,1982,5
28,Punjab,793711,773130,20571,10
29,Rajasthan,1326626,1316864,9737,25
30,Sikkim,44935,44433,501,1
31,Tamil Nadu,3611488,3573351,38086,51
32,Telangana,844695,840552,4111,32
33,Tripura,108529,107567,943,19
34,Uttarakhand,452597,444823,7768,6
35,Uttar Pradesh,2145588,2121858,23718,12
36,West Bengal,2127056,2105024,21556,476
