ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10058,9924,129,5
2,Andhra Pradesh,2320172,2305277,14731,164
3,Arunachal Pradesh,64510,64212,296,2
4,Assam,724267,716246,7988,33
5,Bihar,830991,818599,12256,136
6,Chandigarh,92808,91405,1165,238
7,Chhattisgarh,1152717,1138487,14035,195
8,Dadra and Nagar Haveli and Daman and Diu,11441,11437,4,0
9,Delhi,1914530,1885130,26223,3177
10,Goa,246612,242230,3833,549
11,Gujarat,1226528,1214663,10945,920
12,Haryana,1006491,994026,10621,1844
13,Himachal Pradesh,285281,280997,4136,148
14,Jammu and Kashmir,454373,449522,4752,99
15,Jharkhand,435436,430052,5319,65
16,Karnataka,3957343,3913353,40108,3882
17,Kerala,6582400,6496280,69842,16278
18,Ladakh,28296,28046,228,22
19,Lakshadweep,11402,11350,52,0
20,Madhya Pradesh,1043221,1032101,10739,381
21,Maharashtra,7915418,7749276,147875,18267
22,Manipur,137243,135121,2120,2
23,Meghalaya,93832,92234,1593,5
24,Mizoram,228649,227749,701,199
25,Nagaland,35500,34736,761,3
26,Odisha,1288674,1279351,9126,197
27,Puducherry,165955,163944,1962,49
28,Punjab,760833,742738,17756,339
29,Rajasthan,1286654,1276498,9560,596
30,Sikkim,39184,38718,453,13
31,Tamil Nadu,3457969,3418312,38025,1632
32,Telangana,794803,789433,4111,1259
33,Tripura,100890,99966,923,1
34,Uttarakhand,438146,429892,7693,561
35,Uttar Pradesh,2082346,2057311,23525,1510
36,West Bengal,2020544,1998472,21206,866
