ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,5098,4987,62,49
2,Andhra Pradesh,905946,889295,7234,9417
3,Arunachal Pradesh,16849,16785,56,8
4,Assam,218601,215549,1107,1945
5,Bihar,267513,262988,1582,2943
6,Chandigarh,27853,24309,382,3162
7,Chhattisgarh,363796,323201,4283,36312
8,Dadra and Nagar Haveli and Daman and Diu,3719,3518,2,199
9,Delhi,672381,648674,11060,12647
10,Goa,58803,55989,834,1980
11,Gujarat,315563,296713,4552,14298
12,Haryana,296229,281258,3184,11787
13,Himachal Pradesh,64838,60337,1060,3441
14,Jammu and Kashmir,132439,126860,2005,3574
15,Jharkhand,126458,120723,1122,4613
16,Karnataka,1010602,961359,12610,36633
17,Kerala,1132431,1100186,4658,27587
18,Ladakh,10226,9790,130,306
19,Lakshadweep,740,701,1,38
20,Madhya Pradesh,303673,279275,4029,20369
21,Maharashtra,2953523,2495315,55656,402552
22,Manipur,29415,28981,374,60
23,Meghalaya,14106,13868,150,88
24,Mizoram,4490,4439,11,40
25,Nagaland,12362,12138,92,132
26,Odisha,342224,337635,1921,2668
27,Puducherry,42132,39974,684,1474
28,Punjab,248454,216108,7032,25314
29,Rajasthan,337596,323031,2827,11738
30,Sikkim,6251,6068,135,48
31,Tamil Nadu,896226,863258,12764,20204
32,Telangana,312140,302500,1717,7923
33,Tripura,33537,33075,392,70
34,Uttarakhand,101714,97351,1725,2638
35,Uttar Pradesh,625923,600577,8850,16496
36,West Bengal,591658,572474,10340,8844
