ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2340672,2325939,14733,0
3,Arunachal Pradesh,67041,66743,296,2
4,Assam,746138,738084,8035,19
5,Bihar,855251,842924,12314,13
6,Chandigarh,100687,99501,1185,1
7,Chhattisgarh,1187676,1173476,14190,10
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2040753,2014073,26663,17
10,Goa,263277,259236,4014,27
11,Gujarat,1291341,1280248,11079,14
12,Haryana,1078870,1068084,10754,32
13,Himachal Pradesh,322806,318549,4239,18
14,Jammu and Kashmir,482014,477209,4792,13
15,Jharkhand,443824,438489,5334,1
16,Karnataka,4088567,4048180,40356,31
17,Kerala,6906858,6833790,71938,1130
18,Ladakh,29586,29355,231,0
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056347,1045556,10786,5
21,Maharashtra,8169654,8020959,148553,142
22,Manipur,139973,137806,2149,18
23,Meghalaya,96952,95323,1628,1
24,Mizoram,239526,238771,733,22
25,Nagaland,36029,35247,782,0
26,Odisha,1348187,1338953,9215,19
27,Puducherry,177535,175551,1981,3
28,Punjab,792388,773044,19338,6
29,Rajasthan,1326451,1316702,9735,14
30,Sikkim,44851,44342,500,9
31,Tamil Nadu,3610571,3572460,38080,31
32,Telangana,844330,840200,4111,19
33,Tripura,108305,107350,941,14
34,Uttarakhand,452531,444761,7768,2
35,Uttar Pradesh,2145384,2121585,23705,94
36,West Bengal,2125332,2103582,21552,198
