ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2340673,2325940,14733,0
3,Arunachal Pradesh,67049,66753,296,0
4,Assam,746150,738113,8035,2
5,Bihar,855260,842945,12314,1
6,Chandigarh,100691,99506,1185,0
7,Chhattisgarh,1187689,1173496,14190,3
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2040812,2014140,26665,7
10,Goa,263319,259302,4014,3
11,Gujarat,1291361,1280273,11079,9
12,Haryana,1078882,1068101,10754,27
13,Himachal Pradesh,322855,318600,4241,14
14,Jammu and Kashmir,482020,477227,4792,1
15,Jharkhand,443825,438490,5334,1
16,Karnataka,4088677,4048304,40357,16
17,Kerala,6907079,6834087,71945,1047
18,Ladakh,29587,29356,231,0
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056351,1045562,10786,3
21,Maharashtra,8170031,8021400,148556,75
22,Manipur,139973,137806,2149,18
23,Meghalaya,96959,95329,1628,2
24,Mizoram,239555,238821,734,0
25,Nagaland,36030,35248,782,0
26,Odisha,1348271,1339037,9215,19
27,Puducherry,177545,175564,1981,0
28,Punjab,792405,773065,19338,2
29,Rajasthan,1326461,1316723,9736,2
30,Sikkim,44871,44368,500,3
31,Tamil Nadu,3610615,3572529,38081,5
32,Telangana,844377,840261,4111,5
33,Tripura,108378,107407,941,30
34,Uttarakhand,452556,444786,7768,2
35,Uttar Pradesh,2145409,2121640,23707,62
36,West Bengal,2125566,2103897,21552,117
