ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2341032,2326292,14733,7
3,Arunachal Pradesh,67049,66753,296,0
4,Assam,746214,738176,8036,2
5,Bihar,855371,843048,12315,8
6,Chandigarh,100708,99522,1185,1
7,Chhattisgarh,1188148,1173905,14194,49
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2041411,2014719,26670,22
10,Goa,263583,259562,4014,7
11,Gujarat,1291907,1280764,11084,59
12,Haryana,1079066,1068283,10780,3
13,Himachal Pradesh,322974,318723,4246,5
14,Jammu and Kashmir,482110,477284,4793,33
15,Jharkhand,443859,438520,5337,2
16,Karnataka,4095290,4054721,40396,173
17,Kerala,6917507,6845354,72102,51
18,Ladakh,29620,29387,231,2
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056654,1045863,10786,5
21,Maharashtra,8175256,8026450,148585,221
22,Manipur,140036,137887,2149,0
23,Meghalaya,96991,95363,1628,0
24,Mizoram,239564,238830,734,0
25,Nagaland,36033,35251,782,0
26,Odisha,1348520,1339286,9215,19
27,Puducherry,177671,175683,1982,6
28,Punjab,793722,773145,20572,5
29,Rajasthan,1326646,1316893,9737,16
30,Sikkim,44937,44434,501,2
31,Tamil Nadu,3611535,3573427,38086,22
32,Telangana,844742,840614,4111,17
33,Tripura,108551,107597,943,11
34,Uttarakhand,452597,444829,7768,0
35,Uttar Pradesh,2145603,2121872,23720,11
36,West Bengal,2127271,2105072,21558,641
