ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7482,7333,128,21
2,Andhra Pradesh,1902923,1854754,12844,35325
3,Arunachal Pradesh,37105,33967,177,2961
4,Assam,517194,489040,4652,23502
5,Bihar,722527,711490,9601,1436
6,Chandigarh,61728,60777,808,143
7,Chhattisgarh,995718,976917,13456,5345
8,Dadra and Nagar Haveli and Daman and Diu,10569,10527,4,38
9,Delhi,1434554,1408567,24995,992
10,Goa,167436,162276,3073,2087
11,Gujarat,823833,811297,10069,2467
12,Haryana,768903,758231,9486,1186
13,Himachal Pradesh,202642,197794,3483,1365
14,Jammu and Kashmir,316976,308672,4337,3967
15,Jharkhand,345937,340164,5115,658
16,Karnataka,2853643,2773407,35367,44869
17,Kerala,2973684,2855460,13716,104508
18,Ladakh,20120,19690,204,226
19,Lakshadweep,9900,9577,49,274
20,Madhya Pradesh,789983,780495,9009,479
21,Maharashtra,6098177,5848693,123030,126454
22,Manipur,72286,64931,1196,6159
23,Meghalaya,51524,46228,862,4434
24,Mizoram,21337,17661,95,3581
25,Nagaland,25519,23786,499,1234
26,Odisha,921896,890778,4196,26922
27,Puducherry,117959,114192,1761,2006
28,Punjab,596416,577982,16110,2324
29,Rajasthan,952734,942616,8938,1180
30,Sikkim,21131,18722,308,2101
31,Tamil Nadu,2496287,2427988,33005,35294
32,Telangana,626690,611035,3691,11964
33,Tripura,67677,63209,692,3776
34,Uttarakhand,340724,331642,7333,1749
35,Uttar Pradesh,1706621,1681717,22640,2264
36,West Bengal,1505394,1468815,17799,18780
