ID,state,total_cases,discharged,deaths,active_cases
1,Andhra Pradesh,322,322,0,0
2,Arunachal Pradesh,3,3,0,0
3,Assam,175,167,0,8
4,Bihar,141,139,0,2
5,Chandigarh,17,17,0,0
6,Chhattisgarh,230,216,3,11
7,Delhi,3995,3943,21,31
8,Goa,29,29,0,0
9,Gujarat,3653,3595,2,56
10,Haryana,616,592,4,20
11,Himachal Pradesh,4,4,0,0
12,Jammu and Kashmir,115,86,1,28
13,Jharkhand,81,76,1,4
14,Karnataka,2898,2834,11,53
15,Kerala,8648,8480,48,120
16,Ladakh,5,5,0,0
17,Madhya Pradesh,344,325,9,10
18,Maharashtra,2626,2541,41,44
19,Manipur,323,298,0,25
20,Meghalaya,1,1,0,0
21,Mizoram,11,7,0,4
22,Nagaland,3,3,0,0
23,Odisha,165,162,0,3
24,Puducherry,124,124,0,0
25,Punjab,222,198,3,21
26,Rajasthan,796,744,3,49
27,Sikkim,248,235,0,13
28,Tamil Nadu,1159,1124,7,28
29,Telangana,33,33,0,0
30,Tripura,30,26,0,4
31,Uttarakhand,105,100,0,5
32,Uttar Pradesh,1052,1018,2,32
33,West Bengal,1167,1125,1,41
