ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,4758,4624,61,73
2,Andhra Pradesh,871972,859029,7033,5910
3,Arunachal Pradesh,16395,15605,55,735
4,Assam,213759,209214,993,3552
5,Bihar,238106,231248,1295,5563
6,Chandigarh,18027,16814,291,922
7,Chhattisgarh,246809,223772,2989,20048
8,Dadra and Nagar Haveli and Daman and Diu,3342,3326,2,14
9,Delhi,592250,557914,9643,24693
10,Goa,48686,46624,698,1364
11,Gujarat,218788,200012,4081,14695
12,Haryana,243896,228411,2588,12897
13,Himachal Pradesh,44958,35957,732,8269
14,Jammu and Kashmir,113288,106372,1746,5170
15,Jharkhand,110278,107496,986,1796
16,Karnataka,893006,855750,11856,25400
17,Kerala,636392,572911,2418,61063
18,Ladakh,8893,7917,120,856
19,Lakshadweep,0,0,0,0
20,Madhya Pradesh,214505,197777,3337,13391
21,Maharashtra,1852266,1723370,47734,81162
22,Manipur,26073,22848,306,2919
23,Meghalaya,12237,11453,120,664
24,Mizoram,3936,3728,6,202
25,Nagaland,11379,10766,66,547
26,Odisha,321196,315840,1771,3585
27,Puducherry,37224,36238,614,372
28,Punjab,156226,143414,4916,7896
29,Rajasthan,280585,255729,2429,22427
30,Sikkim,5197,4695,115,387
31,Tamil Nadu,790240,767759,11793,10688
32,Telangana,273858,264606,1474,7778
33,Tripura,32897,32110,373,414
34,Uttarakhand,77997,71489,1285,5223
35,Uttar Pradesh,554944,524860,7924,22160
36,West Bengal,502840,470223,8723,23894
