ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,4450,4221,60,169
2,Andhra Pradesh,842967,814773,6791,21403
3,Arunachal Pradesh,15436,13881,46,1509
4,Assam,208789,201334,943,6512
5,Bihar,221624,214207,1144,6273
6,Chandigarh,15134,14024,234,876
7,Chhattisgarh,200937,176129,2447,22361
8,Dadra and Nagar Haveli and Daman and Diu,3274,3246,2,26
9,Delhi,438529,389683,6989,41857
10,Goa,45065,42446,643,1976
11,Gujarat,180537,164459,3760,12318
12,Haryana,182804,164444,1912,16448
13,Himachal Pradesh,25486,20393,377,4716
14,Jammu and Kashmir,98892,91681,1533,5678
15,Jharkhand,104442,99074,897,4471
16,Karnataka,846887,801799,11391,33697
17,Kerala,486109,402477,1692,81940
18,Ladakh,6809,5960,84,765
19,Lakshadweep,0,0,0,0
20,Madhya Pradesh,177359,166403,3028,7928
21,Maharashtra,1719858,1577322,45240,97296
22,Manipur,20376,17072,197,3107
23,Meghalaya,10202,9075,93,1034
24,Mizoram,3096,2618,2,476
25,Nagaland,9474,8440,46,988
26,Odisha,301574,288168,1425,11981
27,Puducherry,35838,34067,601,1170
28,Punjab,137445,128217,4318,4910
29,Rajasthan,211310,192945,1989,16376
30,Sikkim,4245,3894,78,273
31,Tamil Nadu,743822,713584,11344,18894
32,Telangana,251188,230568,1381,19239
33,Tripura,31543,29965,359,1219
34,Uttarakhand,65279,60242,1065,3972
35,Uttar Pradesh,497563,467108,7206,23249
36,West Bengal,405314,363454,7294,34566
