ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10741,10612,129,0
2,Andhra Pradesh,2339047,2324302,14733,12
3,Arunachal Pradesh,66887,66589,296,2
4,Assam,746099,738064,8035,0
5,Bihar,851330,839018,12302,10
6,Chandigarh,99333,98144,1181,8
7,Chhattisgarh,1177719,1163551,14145,23
8,Dadra and Nagar Haveli and Daman and Diu,11591,11586,4,1
9,Delhi,2006907,1980356,26517,34
10,Goa,259003,254945,4013,45
11,Gujarat,1277408,1266131,11043,234
12,Haryana,1056489,1045724,10714,51
13,Himachal Pradesh,312552,308307,4211,34
14,Jammu and Kashmir,479346,474548,4785,13
15,Jharkhand,442566,437217,5331,18
16,Karnataka,4070990,4029144,40303,1543
17,Kerala,6825707,6752368,71485,1854
18,Ladakh,29403,29167,231,5
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1054893,1044108,10776,9
21,Maharashtra,8135450,7986489,148404,557
22,Manipur,139913,137754,2149,10
23,Meghalaya,96775,95150,1624,1
24,Mizoram,238946,238206,726,14
25,Nagaland,35986,35204,782,0
26,Odisha,1336408,1327077,9204,127
27,Puducherry,175485,173502,1975,8
28,Punjab,784126,764793,19289,44
29,Rajasthan,1315179,1305386,9653,140
30,Sikkim,44312,43810,499,3
31,Tamil Nadu,3594006,3555604,38049,353
32,Telangana,841052,836864,4111,77
33,Tripura,108032,107089,940,3
34,Uttarakhand,449279,441489,7751,39
35,Uttar Pradesh,2128012,2104235,23631,146
36,West Bengal,2118443,2096814,21531,98
