ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,5015,4949,62,4
2,Andhra Pradesh,889339,881582,7167,590
3,Arunachal Pradesh,16836,16775,56,5
4,Assam,217406,214712,1091,1603
5,Bihar,262244,260147,1536,561
6,Chandigarh,21463,20908,350,205
7,Chhattisgarh,311159,304355,3806,2998
8,Dadra and Nagar Haveli and Daman and Diu,3402,3396,2,4
9,Delhi,638028,626086,10901,1041
10,Goa,54591,53340,787,464
11,Gujarat,267419,261281,4406,1732
12,Haryana,269836,265920,3042,874
13,Himachal Pradesh,58403,57181,995,227
14,Jammu and Kashmir,125925,123236,1954,735
15,Jharkhand,119637,118103,1086,448
16,Karnataka,948466,930087,12299,6080
17,Kerala,1036869,977012,4105,55752
18,Ladakh,9787,9620,130,37
19,Lakshadweep,295,215,0,80
20,Madhya Pradesh,259721,253763,3854,2104
21,Maharashtra,2106094,1999982,51806,54306
22,Manipur,29240,28818,373,49
23,Meghalaya,13954,13784,148,22
24,Mizoram,4410,4379,10,21
25,Nagaland,12192,12089,91,12
26,Odisha,336705,334166,1914,625
27,Puducherry,39600,38763,663,174
28,Punjab,178847,169911,5769,3167
29,Rajasthan,319626,315635,2785,1206
30,Sikkim,6132,5948,135,49
31,Tamil Nadu,848724,832167,12466,4091
32,Telangana,297861,294537,1627,1697
33,Tripura,33398,32962,391,45
34,Uttarakhand,97031,94850,1689,492
35,Uttar Pradesh,602869,591787,8716,2366
36,West Bengal,573910,560219,10251,3440
