ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10737,10601,129,7
2,Andhra Pradesh,2338929,2324056,14733,140
3,Arunachal Pradesh,66877,66578,296,3
4,Assam,746046,735398,8035,2613
5,Bihar,851200,838794,12302,104
6,Chandigarh,99299,98106,1181,12
7,Chhattisgarh,1177505,1163228,14142,135
8,Dadra and Nagar Haveli and Daman and Diu,11588,11583,4,1
9,Delhi,2006158,1979302,26508,348
10,Goa,258706,254651,3967,88
11,Gujarat,1276743,1265345,11039,359
12,Haryana,1056109,1045193,10711,205
13,Himachal Pradesh,312447,308214,4211,22
14,Jammu and Kashmir,479290,474477,4785,28
15,Jharkhand,442539,437156,5331,52
16,Karnataka,4068911,4026529,40298,2084
17,Kerala,6821762,6747067,71383,3312
18,Ladakh,29390,29149,231,10
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1054744,1043909,10775,60
21,Maharashtra,8131744,7981854,148386,1504
22,Manipur,139883,137717,2149,17
23,Meghalaya,96764,95125,1624,15
24,Mizoram,238804,238038,726,40
25,Nagaland,35974,35190,782,2
26,Odisha,1336117,1326621,9203,293
27,Puducherry,175375,173267,1974,134
28,Punjab,782573,764564,17920,89
29,Rajasthan,1314391,1304455,9644,292
30,Sikkim,44287,43780,498,9
31,Tamil Nadu,3591891,3552111,38048,1732
32,Telangana,840135,835529,4111,495
33,Tripura,108007,107045,940,22
34,Uttarakhand,449141,441333,7751,57
35,Uttar Pradesh,2127525,2103608,23628,289
36,West Bengal,2117999,2095720,21527,752
