ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,2529,1421,30,1078
2,Andhra Pradesh,306261,218311,2820,85130
3,Arunachal Pradesh,2875,1949,5,921
4,Assam,82201,58294,203,23704
5,Bihar,109498,80330,476,28692
6,Chandigarh,2305,1243,30,1032
7,Chhattisgarh,16833,10847,158,5828
8,Dadra and Nagar Haveli and Daman and Diu,1951,1524,2,425
9,Delhi,154741,139447,4226,11068
10,Goa,12333,8356,116,3861
11,Gujarat,80802,63703,2820,14279
12,Haryana,48936,41298,557,7081
13,Himachal Pradesh,4235,2923,19,1293
14,Jammu and Kashmir,29326,21886,561,6879
15,Jharkhand,24477,15507,262,8708
16,Karnataka,240948,156949,4201,79798
17,Kerala,47898,31390,175,16333
18,Ladakh,2010,1395,17,598
19,Lakshadweep,0,0,0,0
20,Madhya Pradesh,47375,35713,1141,10521
21,Maharashtra,615477,437870,20687,156920
22,Manipur,4765,2789,18,1958
23,Meghalaya,1457,685,6,766
24,Mizoram,860,379,0,481
25,Nagaland,3520,1664,8,1848
26,Odisha,64533,45315,362,18856
27,Puducherry,8396,4909,123,3364
28,Punjab,34400,21762,898,11740
29,Rajasthan,63977,48960,898,14119
30,Sikkim,1207,755,2,450
31,Tamil Nadu,349654,289787,6007,53860
32,Telangana,95700,73991,719,20990
33,Tripura,7645,5497,65,2083
34,Uttarakhand,12961,8724,164,4073
35,Uttar Pradesh,162434,109607,2585,50242
36,West Bengal,122753,92690,2528,27535
