ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10747,10618,129,0
2,Andhra Pradesh,2339077,2324337,14733,7
3,Arunachal Pradesh,66891,66595,296,0
4,Assam,746100,738065,8035,0
5,Bihar,851404,839098,12303,3
6,Chandigarh,99355,98170,1181,4
7,Chhattisgarh,1177760,1163613,14146,1
8,Dadra and Nagar Haveli and Daman and Diu,11591,11587,4,0
9,Delhi,2007295,1980749,26522,24
10,Goa,259099,255071,4013,15
11,Gujarat,1277610,1266539,11043,28
12,Haryana,1056644,1045889,10714,41
13,Himachal Pradesh,312684,308445,4213,26
14,Jammu and Kashmir,479442,474635,4785,22
15,Jharkhand,442574,437241,5331,2
16,Karnataka,4072353,4031835,40308,210
17,Kerala,6828967,6756058,71567,1342
18,Ladakh,29416,29181,231,4
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1054931,1044149,10777,5
21,Maharashtra,8136844,7988280,148418,146
22,Manipur,139924,137775,2149,0
23,Meghalaya,96785,95160,1624,1
24,Mizoram,238964,238238,726,0
25,Nagaland,35986,35204,782,0
26,Odisha,1336583,1327286,9205,92
27,Puducherry,175582,173553,1975,54
28,Punjab,784266,764936,19289,41
29,Rajasthan,1315554,1305839,9653,62
30,Sikkim,44321,43820,499,2
31,Tamil Nadu,3594523,3556417,38049,57
32,Telangana,841430,837268,4111,51
33,Tripura,108034,107094,940,0
34,Uttarakhand,449423,441643,7753,27
35,Uttar Pradesh,2128146,2104491,23634,21
36,West Bengal,2118666,2097080,21532,54
