ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7799,7596,129,74
2,Andhra Pradesh,2077942,2061927,14499,1516
3,Arunachal Pradesh,55375,55048,282,45
4,Assam,621897,612792,6170,2935
5,Bihar,728766,714447,12096,2223
6,Chandigarh,66264,64685,1079,500
7,Chhattisgarh,1010513,993932,13604,2977
8,Dadra and Nagar Haveli and Daman and Diu,10701,10687,4,10
9,Delhi,1463701,1423699,25113,14889
10,Goa,182793,176505,3525,2763
11,Gujarat,837293,819287,10125,7881
12,Haryana,776842,762717,10066,4059
13,Himachal Pradesh,229413,224675,3879,859
14,Jammu and Kashmir,342001,335930,4530,1541
15,Jharkhand,357965,345135,5149,7681
16,Karnataka,3013326,2961410,38355,13561
17,Kerala,5258614,5189100,48637,20877
18,Ladakh,22321,21836,220,265
19,Lakshadweep,10419,10365,51,3
20,Madhya Pradesh,794769,783206,10534,1029
21,Maharashtra,6730494,6518916,141573,70005
22,Manipur,125878,123615,2006,257
23,Meghalaya,84881,83299,1485,97
24,Mizoram,142691,139976,553,2162
25,Nagaland,32210,31446,702,62
26,Odisha,1056660,1045376,8464,2820
27,Puducherry,129619,127524,1881,214
28,Punjab,606927,587588,16653,2686
29,Rajasthan,958570,946422,8965,3183
30,Sikkim,32530,32064,409,57
31,Tamil Nadu,2755587,2706370,36805,12412
32,Telangana,684023,675132,4033,4858
33,Tripura,85214,84184,829,201
34,Uttarakhand,345963,337889,7420,654
35,Uttar Pradesh,1714096,1688007,22916,3173
36,West Bengal,1664301,1619016,19810,25475
