ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7521,7374,129,18
2,Andhra Pradesh,1946749,1909613,13197,23939
3,Arunachal Pradesh,44222,39634,204,4384
4,Assam,552425,530678,5054,16693
5,Bihar,724169,713944,9635,590
6,Chandigarh,61914,61064,809,41
7,Chhattisgarh,1000546,983656,13506,3384
8,Dadra and Nagar Haveli and Daman and Diu,10619,10581,4,34
9,Delhi,1435671,1410066,25039,566
10,Goa,170102,165571,3118,1413
11,Gujarat,824574,814109,10076,389
12,Haryana,769640,759240,9611,789
13,Himachal Pradesh,204685,200237,3507,941
14,Jammu and Kashmir,320256,314282,4372,1602
15,Jharkhand,346824,341387,5122,315
16,Karnataka,2888341,2826411,36262,25668
17,Kerala,3205197,3059441,15617,130139
18,Ladakh,20282,19985,206,91
19,Lakshadweep,10093,9973,49,71
20,Madhya Pradesh,791704,781007,10512,185
21,Maharashtra,6237755,6008750,130918,98087
22,Manipur,88050,76279,1424,10347
23,Meghalaya,58833,53638,974,4221
24,Mizoram,29645,22322,127,7196
25,Nagaland,26943,25190,535,1218
26,Odisha,959986,936950,5241,17795
27,Puducherry,119935,117193,1781,961
28,Punjab,598521,581406,16246,869
29,Rajasthan,953437,944128,8951,358
30,Sikkim,24047,21105,326,2616
31,Tamil Nadu,2541168,2481201,33809,26158
32,Telangana,638721,625042,3771,9908
33,Tripura,75099,70029,732,4338
34,Uttarakhand,341573,333573,7357,643
35,Uttar Pradesh,1708005,1684230,22739,1036
36,West Bengal,1520468,1490050,18027,12391
