ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10751,10618,129,4
2,Andhra Pradesh,2339084,2324349,14733,2
3,Arunachal Pradesh,66891,66595,296,0
4,Assam,746100,738065,8035,0
5,Bihar,851415,839108,12303,4
6,Chandigarh,99361,98179,1181,1
7,Chhattisgarh,1177778,1163630,14146,2
8,Dadra and Nagar Haveli and Daman and Diu,11591,11587,4,0
9,Delhi,2007394,1980862,26522,10
10,Goa,259122,255103,4013,6
11,Gujarat,1277657,1266602,11046,9
12,Haryana,1056681,1045936,10714,31
13,Himachal Pradesh,312706,308491,4213,2
14,Jammu and Kashmir,479459,474659,4785,15
15,Jharkhand,442574,437243,5331,0
16,Karnataka,4073005,4032554,40309,142
17,Kerala,6829810,6757036,71578,1196
18,Ladakh,29419,29188,231,0
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1054938,1044161,10777,0
21,Maharashtra,8137181,7988684,148421,76
22,Manipur,139924,137775,2149,0
23,Meghalaya,96787,95162,1625,0
24,Mizoram,238964,238238,726,0
25,Nagaland,35986,35204,782,0
26,Odisha,1336650,1327358,9205,87
27,Puducherry,175728,173710,1975,43
28,Punjab,784370,765063,19289,18
29,Rajasthan,1315586,1305917,9654,15
30,Sikkim,44322,43823,499,0
31,Tamil Nadu,3594671,3556593,38049,29
32,Telangana,841518,837375,4111,32
33,Tripura,108034,107094,940,0
34,Uttarakhand,449445,441685,7753,7
35,Uttar Pradesh,2128172,2104520,23637,15
36,West Bengal,2118761,2097183,21532,46
