ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7566,7431,129,6
2,Andhra Pradesh,2015302,1986962,13867,14473
3,Arunachal Pradesh,53102,51969,260,873
4,Assam,589999,577534,5671,6794
5,Bihar,725718,715979,9653,86
6,Chandigarh,65108,64257,814,37
7,Chhattisgarh,1004482,990536,13555,391
8,Dadra and Nagar Haveli and Daman and Diu,10663,10655,4,4
9,Delhi,1437800,1412375,25082,343
10,Goa,174050,169959,3202,889
11,Gujarat,825435,815201,10081,153
12,Haryana,770506,760189,9677,640
13,Himachal Pradesh,213799,208412,3603,1784
14,Jammu and Kashmir,325529,319801,4409,1319
15,Jharkhand,347894,342625,5132,137
16,Karnataka,2950604,2894827,37339,18438
17,Kerala,4090036,3838614,20961,230461
18,Ladakh,20567,20289,207,71
19,Lakshadweep,10347,10270,51,26
20,Madhya Pradesh,792186,781587,10516,83
21,Maharashtra,6469332,6277230,137496,54606
22,Manipur,114203,109031,1784,3388
23,Meghalaya,76100,72522,1315,2263
24,Mizoram,61111,51028,218,9865
25,Nagaland,30157,28732,620,805
26,Odisha,1008469,993901,8022,6546
27,Puducherry,123710,121112,1813,785
28,Punjab,600651,583887,16434,330
29,Rajasthan,954100,945065,8954,81
30,Sikkim,29954,28545,370,1039
31,Tamil Nadu,2616381,2564820,34941,16620
32,Telangana,658376,648648,3876,5852
33,Tripura,83065,81284,802,979
34,Uttarakhand,343001,335249,7387,365
35,Uttar Pradesh,1709351,1686276,22825,250
36,West Bengal,1549283,1522023,18459,8801
